DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,d13C-DIC,dD,d18O,NH4-N,Ortho-P,FI,HIX,SUVA254,SamplingNote
MST,,,,,,pH,pH,degC,uS/cm,%,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,
(Detection limit),,,,,,,,,,,0.2,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.14,0.04,0.015,0.012,0.006,0.024,0.004,0.042,0.096,0.684,0.723,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.342,0.003,0.0003,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,,0.4,0.1,0.01,0.01,,,,
(Lab Method),,,,,,PH_EC1,PH_EC2,OxyTem,PH_EC1,OxyTem,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ThermoQuest,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,
4/11/2011 16:30,FLUME_UJ,JEMEZ_S333,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,4.288,5.123,0.4365,0.0338,1.2601,0.0147,0.08,0.4001,4.6744,0.3964,2.7906,0.2937,1.4393,0.656,0.0285,6.6419,0.0044,0.054,59.9,6641.8908,21.2,0.9,0.543,0.0837,2.15,83.7,0.0915,0.79,1.193,2.54,0.3199,0.123,383,0.351,0.614,0.006,0.0015,0.035,10.8,229.2,406,62.4,266,59.2,10.46,63.8,10.3,60.3,13,39.4,5.74,40.6,6.54,0.234,0.0779,40.8,-9999,-87.7,-12.6,0.019,0.019,-9999,-9999,-9999,
4/11/2011 10:45,FLUME_LJ,JEMEZ_S334,GRAB,Grab,Surface water,7.6,7.4,1,-9999,68.4,0.47,5.053,7.263,0.5415,0.1253,1.5581,0.1198,0.08,0.0651,7.6492,0.2443,2.777,0.3182,1.5632,0.594,0.0405,5.2597,0.0044,0.085,118.8,5259.6685,10,1.48,0.857,0.137,4.58,152,0.111,1.07,1.423,2.1,0.3586,0.128,534,0.406,0.0064,0.008,0.0015,0.044,21.9,418.2,809,112,476,102.1,19.5,107,16.48,94.7,19.3,58.8,7.84,54.7,8.25,0.234,0.251,72.8,-9999,-85.8,-12.2,0.018,0.007,1.33,3.086,0.016,
4/11/2011 11:15,FLUME_HG,JEMEZ_S335,GRAB,Grab,Surface water,7.3,7.2,3,-9999,71.8,0.23,2.553,3.35,0.2126,0.1874,1.3158,0.065,0.08,0.125,4.8917,0.5636,2.8438,0.405,1.8442,0.7532,0.0191,9.0141,0.0042,0.056,93.5,9014.1173,7.89,0.838,0.312,0.0534,1.69,67.1,0.0471,0.49,1.134,1.419,0.149,0.0792,452,0.14,0.0023,0.004,0.0015,0.025,6.92,278.2,565,72,323,71.5,9.33,75.4,11.6,66.9,14.5,41.7,5.65,36.4,5.95,0.234,0.0516,23.7,-9.3,-87,-12.4,0.021,0.008,1.37,0.265,0.052,
4/11/2011 11:45,FLUME_LLJ,JEMEZ_S336,GRAB,Grab,Surface water,6.7,7.3,3.6,-9999,69.9,0.39,3.369,1.715,0.2146,0.0345,0.8852,0.065,0.08,0.125,3.5109,0.5356,4.6343,0.3594,2.1797,0.6264,0.0209,9.5828,0.0035,0.041,52.1,9582.8095,28.3,1.142,0.295,0.0537,0.43,28.5,0.0383,0.435,0.705,1.098,0.2062,0.0558,113,0.137,0.0083,0.009,0.0015,0.018,4.95,83.3,224,20.2,84.2,17.7,3.36,21.5,3.071,17.2,3.61,11.9,1.6967,11.16,1.7,0.234,0.339,8.91,-4.7,-88.9,-12.8,0.017,0.031,1.39,2.781,0.039,
4/5/2011 15:00,FLUME_LLJ,JEMEZ_S337,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.665,1.999,0.1843,0.0131,1.0776,0.065,0.08,0.125,3.5698,0.5394,1.1161,-9999,-9999,-9999,0.023,3.3314,0.0039,0.017,51.1,3331.3667,29.8,1.168,0.384,0.067,0.376,27.9,0.0385,0.51,0.68,0.996,0.243,0.101,115,0.142,0.343,0.017,0.0015,0.04,4.79,89.9,210,19.7,82.7,17.9,3.12,20.6,3.184,17.6,3.5,11.55,1.321,10.28,1.54,0.234,0.339,8.73,-9999,-89.3,-12.7,0.017,0.035,-9999,-9999,-9999,
4/6/2011 15:00,FLUME_LLJ,JEMEZ_S338,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.584,2.814,0.2782,0.0118,1.1382,0.065,0.08,0.125,3.4936,0.5832,4.8782,1.072,0.0067,0.7975,0.0243,10.7078,0.0045,0.023,59.7,10707.7788,34.7,1.33,0.432,0.0773,0.465,34.1,0.0481,0.497,0.633,2.17,0.2702,0.0611,163,0.147,0.0047,0.007,0.0015,0.027,5.13,117.2,266,28.8,116,25.7,4.13,30.2,4.14,25.6,5.54,15.7,2.248,14.9,2.18,0.234,0.339,11.2,-9999,-89.5,-12.8,0.02,0.039,-9999,-9999,-9999,
4/11/2011 13:15,VGJJ7,JEMEZ_S339,GRAB,Grab,Surface water,7.3,7.6,9.1,-9999,85.7,0.61,7.286,3.761,0.3405,0.6775,2.0654,0.065,0.08,0.125,2.6479,0.3254,5.6243,0.8936,9.1322,1.2209,0.0274,22.5366,0.007,0.031,180.8,22536.5909,25.5,2.81,1.59,0.233,2.71,137,0.0805,0.709,1.066,3.56,0.938,0.159,305,1.45,0.1283,0.009,0.0015,0.079,11.8,309.2,593,75.1,292,62,10.9,63,9.34,55.1,10.86,32.1,4.52,30.9,4.7,0.234,0.164,110,-9999,-81.6,-11.3,0.027,0.017,1.26,2.301,0.057,
4/4/2011 16:00,VGJJ7,JEMEZ_S340,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,8.018,3.224,0.2675,0.8469,2.0925,0.0595,0.08,0.125,2.4554,0.639,5.943,0.9322,9.9932,1.1784,0.0266,25.2373,0.0077,0.041,213.8,25237.3033,23.7,3.7,1.73,0.296,2.39,164,4.51,0.87,1.5,9.17,1.032,0.121,319,1.72,0.0159,0.01,0.017,0.07,11.8,362.2,653,79.6,301,66,11.3,67.8,9.8,59.1,11.26,34.3,4.67,31.1,4.81,0.234,0.204,109,-9999,-81.6,-11.1,0.015,0.024,-9999,-9999,-9999,
4/5/2011 16:00,VGJJ7,JEMEZ_S341,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,7.639,2.874,0.3031,0.9229,1.9409,0.0169,0.08,0.125,2.3464,0.4461,5.1198,0.9605,10.3588,0.8474,0.0253,24.2101,0.0078,0.035,176.8,24210.1406,19.3,3.62,1.8,0.246,1.028,127,0.0705,0.625,0.987,1.67,1.036,0.106,232,1.73,0.0184,0.007,0.0015,0.064,10.9,240.2,473,59,223,48.3,8.6,48.5,7.47,42.6,8.09,25.1,3.33,23.7,3.58,0.234,0.105,90.2,-9999,-82.4,-11.3,0.019,0.018,-9999,-9999,-9999,
4/6/2011 16:00,VGJJ7,JEMEZ_S342,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,7.716,2.868,0.2835,0.7906,1.7825,0.065,0.08,0.125,2.356,0.6601,5.6912,1.0441,11.3195,1.0232,0.0262,26.1542,0.0082,0.05,198.8,26154.2276,20.7,4.21,1.93,0.255,1.134,140,0.124,0.675,2.91,1.78,1.067,0.12,252,1.78,0.004,0.008,0.003,0.064,10.8,256.2,492,61.1,248,50.9,9.52,51.5,7.95,43.7,9.33,27.8,3.93,24.4,3.84,0.234,0.0835,103,-9999,-81,-11.2,0.017,0.018,-9999,-9999,-9999,
4/7/2011 16:00,VGJJ7,JEMEZ_S343,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,7.761,4.267,0.4151,0.7186,2.8075,0.0647,0.08,0.125,2.4114,0.6068,5.9905,1.1255,11.2549,1.0488,0.0289,22.1871,0.0075,0.074,215.8,22187.1341,20.3,3.9,1.57,0.256,1.85,152,0.107,0.912,2.76,4.7,0.951,0.11,316,1.66,0.1337,0.009,0.0015,0.062,13.5,319.2,602,76.3,311,60.6,11.3,65.5,9.92,54.4,11.21,33.9,4.76,31.4,4.72,0.234,0.0967,87.2,-9999,-82.6,-11.4,0.025,0.019,-9999,-9999,-9999,
4/8/2011 16:00,VGJJ7,JEMEZ_S344,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,7.482,5.425,0.4826,0.6291,3.2825,0.0597,0.08,0.125,2.8622,0.6419,6.5232,1.2599,11.2175,1.3209,0.0325,22.5569,0.0076,0.061,208.8,22556.8832,19.4,2.35,1.51,0.24,3.42,170,0.137,1.21,3.46,3.06,0.899,0.0999,417,1.45,0.0091,0.009,0.0015,0.064,15.9,390.2,761,95.9,384,78.9,14.7,82.8,12.88,73.9,14.8,43.7,6.3,41.1,6.14,0.234,0.189,108,-9999,-83.2,-11.4,0.022,0.015,-9999,-9999,-9999,
4/9/2011 16:00,VGJJ7,JEMEZ_S345,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,7.64,4.885,0.4365,0.6971,2.8486,0.0777,0.0425,0.125,2.8087,0.664,6.1867,1.1749,10.3437,1.2334,0.0311,22.2488,0.0076,0.051,229.8,22248.7738,19.1,4.21,1.57,0.254,2.8,163,0.15,0.907,2.57,1.99,0.87,0.163,338,1.48,0.0001,0.007,0.0015,0.067,14.5,340.2,663,81.3,322,67.9,12.5,69.2,10.69,60.4,12.1,36,5.03,33.2,5.19,0.234,0.101,91.3,-9999,-81,-11.1,0.019,0.015,-9999,-9999,-9999,
4/11/2011 12:30,VGJJ9,JEMEZ_S346,GRAB,Grab,Surface water,-9999,7.6,-9999,-9999,-9999,0.63,8.238,3.313,0.2974,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.0232,1.1462,11.0795,0.9266,0.0281,25.1807,0.0074,0.051,178.8,25180.668,17.2,3.53,1.5,0.273,4.22,139,0.091,0.701,0.995,1.562,0.842,0.133,245,1.66,0.1162,0.008,0.0015,0.06,10.8,257.2,511,60.8,247,49.7,9.13,51.5,7.86,46.8,8.65,26.8,3.86,25.4,3.87,0.234,0.0787,91.1,-9999,-81.5,-11.4,0.022,0.019,1.3,2.591,0.049,
4/11/2011 16:00,FLUME_MCZOB,JEMEZ_S347,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.32882,4.10926,0.18046,0.055,1.0498,0.065,0.08,0.125,7.6929,0.4849,6.2441,0.6124,1.947,1.6578,0.0285,10.972,0.003,0.0927,199.2915,10972.002,21.8,2,0.582,0.177,4.68,111.1165,0.104,0.678,1.31,2.96,0.407,0.353,1130,0.0313,0.0039,0.0131,0.0181,0.0491,14.2,723,1260,203,545,200,35.6,214,30.8,181,39.9,116,16.1,112,18.3,0.234,0.0952,67.9,-9999,-85.7,-12.1,0.013,0.013,-9999,-9999,-9999,
4/12/2011 16:00,FLUME_MCZOB,JEMEZ_S348,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.35152,4.33312,0.16792,0.0192,0.992,0.065,0.08,0.125,8.0616,0.523,6.1454,0.6047,1.9598,1.6427,0.0294,10.8725,0.0031,0.113,321.0553,10872.5491,21.5,3.12,0.73,0.265,5.83,159.7398,0.118,0.683,1.48,3.06,0.434,0.235,1270,0.0469,0.007,0.0523,0.118,0.0473,15.3,848,1470,234,646,234,41,250,35.8,213,45,131,18.6,123,21,0.234,0.159,80.9,-9999,-86,-12,0.011,0.011,-9999,-9999,-9999,
4/13/2011 16:00,FLUME_MCZOB,JEMEZ_S349,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.3953,4.6656,0.19821,0.0474,0.9913,0.065,0.08,0.125,8.0348,0.4771,6.8032,0.641,2.0646,1.8325,0.0312,10.6571,0.0041,0.112,273.3084,10657.0615,25.1,3.07,0.722,0.346,5.26,150.6146,0.109,0.983,1.54,3.97,0.46,0.275,1390,0.055,0.0852,0.0093,0.085,0.0463,16.1,894,1480,243,735,253,43.9,267,39.3,236,48.6,141,20.1,134,22.3,0.234,0.155,89,-9999,-86.2,-11.9,0.01,0.013,-9999,-9999,-9999,
4/14/2011 16:00,FLUME_MCZOB,JEMEZ_S350,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.42286,4.72778,0.21924,0.0768,1.0488,0.065,0.08,0.125,7.9555,0.4892,6.2037,0.5855,1.958,1.5219,0.0296,10.6045,0.0033,0.141,190.9583,10604.4855,21.7,1.49,0.592,0.171,9.59,117.6768,0.118,0.74,1.47,2.67,0.451,0.14,1300,0.045,0.0043,0.0042,0.044,0.0455,15.3,776,1290,224,685,232,41.8,240,35.5,221,45.8,130,19.6,125,21.3,0.234,0.121,85,-9999,-85.8,-12,0.015,0.011,-9999,-9999,-9999,
4/15/2011 16:00,FLUME_MCZOB,JEMEZ_S351,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.40908,4.66228,0.19358,0.0825,1.019,0.065,0.08,0.125,8.2499,0.5071,6.5287,0.6275,1.9489,1.5708,0.0306,11.1086,0.0031,0.131,276.7394,11108.5536,23.5,2.97,0.712,0.255,5.31,137.9799,0.123,0.74,1.69,2.88,0.429,0.133,1130,0.0474,0.0045,0.0077,0.0024,0.0442,15.9,737,1280,206,582,210,36,215,32.2,189,40.1,117,16.7,111,18.6,0.234,0.128,89.5,-9999,-85.7,-11.9,0.008,0.012,-9999,-9999,-9999,
4/16/2011 16:00,FLUME_MCZOB,JEMEZ_S352,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,0.00011,0.16187,0.01584,0.0018,1.0413,0.065,0.08,0.125,8.8149,0.5643,6.0343,0.5673,1.8807,1.519,0.0299,10.4696,0.0035,0.156,190.357,10469.6353,21.8,1.16,0.617,0.169,8.2,110.4071,0.139,0.85,2.89,3.65,0.47,0.207,1250,0.0464,0.0034,0.0091,0.0012,0.0471,16.4,750,1240,213,667,217,39.1,245,33.7,203,44.4,125,18.1,124,20.5,0.234,0.179,89.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/17/2011 16:00,FLUME_MCZOB,JEMEZ_S353,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.31666,5.76002,0.20162,0.0142,0.9434,0.065,0.08,0.125,7.9551,0.4526,6.4074,0.6247,1.9743,1.4637,0.0297,11.9138,0.0025,0.158,416.4826,11913.804,20.8,2.29,0.784,0.263,11.2,202.2343,0.135,0.803,1.83,3.18,0.445,0.123,1250,0.0439,0.0241,0.0074,0.0054,0.0462,15.7,882,1620,242,609,241,39.5,255,37.4,214,45.7,132,19.7,127,21.1,0.234,0.195,117,-9999,-84.4,-11.5,0.019,0.009,-9999,-9999,-9999,
4/18/2011 13:30,WestTribLJ,JEMEZ_S354,GRAB,Grab,Surface water,-9999,6.8,-9999,-9999,-9999,0.31,1.82336,2.3872,0.14047,0.0492,0.9482,0.065,0.08,0.125,2.4086,0.1326,3.7886,0.4347,1.8943,1.3081,0.0177,13.599,0.002,0.0402,131.6032,13598.998,24.7,0.895,0.421,0.0597,1.48,100.2976,0.0416,0.456,0.605,0.771,0.776,0.101,473,0.203,0.0269,0.0044,0.0015,0.042,7.54,239,442,74.2,231,85.5,14,84,13.4,84.6,19.2,55.1,8.24,54.5,9.75,0.234,0.0668,70.6,-15.2,-92,-12.8,0.039,0.018,1.34,5.714,0.099,
4/11/2011 15:00,FLUME_LLJ,JEMEZ_S355,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.74472,1.1311,0.09699,0.1115,0.7542,0.065,0.0414,0.125,2.9081,0.4866,3.5288,0.3563,2.1969,0.3857,0.0231,7.3863,0.0025,0.0007,89.777,7386.2788,38.2,0.699,0.311,0.0477,0.355,20.1,0.0247,0.194,0.917,1.14,0.289,0.032,105,0.145,0.0939,0.003,0.0015,0.0212,5.68,67.2,176,15.8,9.34,17.4,3.69,20,2.34,18.8,5.36,10.8,1.68,8.28,2.63,0.234,0.0378,10.7,-9999,-88.4,-12.6,0.016,0.026,-9999,-9999,-9999,
4/14/2011 15:00,FLUME_LLJ,JEMEZ_S356,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,1.88822,1.29692,0.0842,0.1226,0.8444,0.065,0.08,0.125,2.9075,0.4539,4.5555,0.4576,2.7738,0.5183,0.024,9.4552,0.0027,0.0228,110.1422,9455.2251,39.9,0.618,0.323,0.0702,0.33,18.2,0.0257,0.217,0.488,1.1,0.261,0.004,83.3,0.139,0.0033,0.0009,0.005,0.0366,5.71,52.7,156,12.3,0.615,11.5,3.4,13.2,1.35,14.6,4.44,9.42,1.19,6.16,2.28,0.234,0.0335,7.78,-9999,-89.2,-12.6,0.02,0.028,-9999,-9999,-9999,
4/11/2011 16:00,VGJJ7,JEMEZ_S357,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.45374,2.01742,0.15712,0.7979,2.0939,0.0244,0.08,0.0539,2.6743,0.537,5.4137,0.9951,10.0484,0.9503,0.0273,21.0315,0.005,0.0028,168.4464,21031.4556,24.2,2.18,1.33,0.212,1.97,97.3,0.0675,0.428,1.06,1.9,1,0.108,221,1.32,0.0058,0.0047,0.0015,0.0623,11.1,199,369,46.7,70,41.3,7.73,38.8,5.5,37.8,9.29,22.1,3.32,19.2,4.17,0.234,0.131,107,-9999,-81.7,-11.5,0.006,0.011,-9999,-9999,-9999,
4/12/2011 16:00,VGJJ7,JEMEZ_S358,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.51212,1.93948,0.10407,0.7903,1.9042,0.065,0.08,0.125,2.6347,0.5684,5.4982,1.005,10.3721,0.9989,0.0274,22.154,0.006,0.0338,217.512,22154,22,3.1,1.45,0.231,2.19,107.9504,0.0776,0.399,5.74,13.3,1.04,0.146,279,1.54,0.0101,0.0062,0.154,0.0675,12.2,278,547,68.1,71.9,55.3,9.93,58.6,7.65,53.2,11.8,30.1,4.41,24,5.11,0.234,0.167,104,-9999,-80.9,-11.4,0.011,0.009,-9999,-9999,-9999,
4/13/2011 16:00,VGJJ7,JEMEZ_S359,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.48455,1.71728,0.09442,0.7858,1.8282,0.065,0.0157,0.125,2.396,0.5188,5.4439,1.0096,10.8269,0.9852,0.0267,23.1569,0.0059,0.0194,221.4128,23156.9395,23.9,3.02,1.58,0.224,1.46,568.7669,0.0747,0.423,1.28,1.81,1.12,0.105,267,1.69,0.0091,0.0023,0.0136,0.0691,12.4,273,528,66.4,76.6,56.4,10.4,54,7.5,50.1,10.9,27.6,3.94,23.9,4.72,0.234,0.306,104,-9999,-81.3,-11.2,0.017,0.008,-9999,-9999,-9999,
4/14/2011 16:00,VGJJ7,JEMEZ_S360,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.60778,1.68246,0.09134,0.8443,1.8066,0.065,0.08,0.125,2.203,0.2618,5.1802,0.9626,10.3217,0.8949,0.0267,22.0351,0.0059,0.0203,165.8434,22035.1395,24.9,2.5,1.52,0.183,1.3,70.3578,0.0741,0.358,1.29,1.18,1.14,0.087,225,1.77,0.0091,0.0032,0.0026,0.0651,10.7,214,412,52.3,66.5,43.1,8.81,42.6,6.02,39,9.73,24.3,3.57,19,4.2,0.234,0.111,101,-9999,-79.7,-10.9,0.013,0.006,-9999,-9999,-9999,
4/15/2011 16:00,VGJJ7,JEMEZ_S361,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,3.58427,1.60618,0.08336,0.8221,1.7414,0.065,0.08,0.125,2.3343,0.5393,5.2438,0.9963,11.0701,0.8623,0.0256,23.4998,0.0057,0.0348,168.9654,23499.7908,30.9,2.28,1.46,0.223,1.29,102,0.0568,0.345,1.2,1.42,1.15,0.125,203,1.81,0.0818,0.002,0.0015,0.067,10.2,195,368,46.8,56.5,37.7,8.01,39.4,5.59,33.8,8.87,20.4,3.14,18,3.77,0.234,0.0925,108,-9999,-79.8,-10.9,0.021,0.016,-9999,-9999,-9999,
4/11/2011 16:30,FLUME_UJ,JEMEZ_S362,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.22305,2.30512,0.13629,0.0301,1.0497,0.065,0.08,0.125,4.0755,0.4925,5.6798,0.7547,3.5151,1.2829,0.0277,13.5641,0.0023,0.047,176.5519,13564.1095,21.9,1.08,0.459,0.15,1,89.6,0.0424,0.327,0.703,1.41,0.327,0.051,313,0.475,0.004,0.0003,0.0015,0.0326,11.2,191,351,48.4,108,48,9.76,53.8,7.53,48.2,11.3,32.8,4.6,28.3,6.49,0.234,0.379,36,-9999,-87.3,-12.3,0.027,0.014,-9999,-9999,-9999,
4/12/2011 16:30,FLUME_UJ,JEMEZ_S363,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.31872,2.25703,0.13699,0.0304,1.0388,0.065,0.08,0.125,4.241,0.5369,5.8383,0.7925,3.812,1.286,0.0286,14.325,0.0027,0.034,179.1629,14325.0036,28.6,1.01,0.459,0.061,0.978,82.8,0.0432,0.349,0.898,1.55,0.323,0.073,327,0.397,0.005,0.0022,0.0015,0.028,10.8,196,348,51.2,120,45.6,9.1,55.4,7.3,51.2,12.3,33.8,4.63,30.9,6.25,0.234,0.0916,36.2,-9999,-86.8,-12.4,0.05,0.014,-9999,-9999,-9999,
4/13/2011 16:30,FLUME_UJ,JEMEZ_S364,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.31305,2.25537,0.1224,0.0258,0.9074,0.065,0.08,0.125,3.9957,0.5345,5.692,0.7635,3.7489,1.3622,0.0291,14.9563,0.003,0.0304,169.9756,14956.283,25.3,1.13,0.488,0.0719,0.998,83,0.0457,0.338,0.942,1.88,0.34,0.032,330,0.405,0.0045,0.0039,0.0015,0.0289,11.4,202,356,52.9,124,48.7,9.14,53.9,7.85,50.3,12,34.8,4.93,31.9,6.21,0.234,0.0679,36.9,-9999,-87,-12.3,0.022,0.015,-9999,-9999,-9999,
4/14/2011 16:30,FLUME_UJ,JEMEZ_S365,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.29035,2.15837,0.10992,0.0858,0.962,0.065,0.08,0.125,3.9166,0.1995,5.7232,0.7886,3.8091,1.2882,0.0291,14.3368,0.0024,0.0299,163.4664,14336.8088,23.7,1.18,0.467,0.0949,1.14,82.6,0.0453,0.395,0.712,1.6,0.334,0.0285,311,0.392,0.0499,0.0001,0.0039,0.0275,10.4,190,347,48.1,109,46.8,9.13,52.3,7.03,49.2,12.1,31.7,4.41,27.8,6.12,0.234,0.0676,36.1,-9999,-85.7,-12,0.017,0.012,-9999,-9999,-9999,
4/15/2011 16:30,FLUME_UJ,JEMEZ_S366,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.41763,2.02156,0.09359,0.1191,0.8918,0.065,0.0665,0.125,4.2125,0.5292,7.0528,0.9345,4.6824,1.7214,0.0292,16.9227,0.0023,0.0325,194.291,16922.7475,26,0.805,0.457,0.0586,1.36,69.3,0.0465,0.327,0.817,1.44,0.334,0.019,274,0.394,0.0402,0.003,0.0036,0.0265,9.98,171,315,42.5,99.6,45.7,8.16,49.1,6.3,42.4,11,28.3,4.4,26.8,5.45,0.234,0.0588,33,-9999,-86.3,-12.2,0.02,0.014,-9999,-9999,-9999,
4/16/2011 16:30,FLUME_UJ,JEMEZ_S367,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.32359,2.05639,0.08671,0.0197,0.9668,0.065,0.08,0.125,4.0297,0.4626,7.0608,1.0281,4.3645,1.9107,0.0289,14.9945,0.0025,0.021,189.5169,14994.5327,24.7,0.647,0.488,0.0534,1.12,67,0.0426,0.318,0.751,1.83,0.327,0.071,277,0.392,0.0039,0.0021,0.0015,0.0221,10.7,168,300,42.5,95.7,38.1,8.16,48.1,6.41,44.5,10.9,28.6,3.74,24.8,5.43,0.234,0.0539,33.5,-9999,-87,-12.3,0.024,0.015,-9999,-9999,-9999,
4/17/2011 16:30,FLUME_UJ,JEMEZ_S368,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,2.38844,2.11277,0.09018,0.0266,0.855,0.065,0.08,0.125,3.947,0.4928,6.2793,0.8191,4.1258,1.5115,0.0295,14.6518,0.0032,0.0479,231.4497,14651.7721,26.3,0.653,0.48,0.049,1.63,64.7,0.0415,0.32,0.734,1.66,0.352,0.045,291,0.411,0.0197,0.0004,0.0039,0.0257,10.7,176,299,44.2,117,41.2,8.68,45.4,6.45,45.2,11,31.5,4.28,25.9,5.75,0.234,0.0439,35.2,-9999,-86.6,-12.2,0.017,0.015,-9999,-9999,-9999,
4/18/2011 10:00,VGJJ7,JEMEZ_S369,GRAB,Grab,Surface water,7,7.7,8,-9999,72.5,0.8,4.51985,1.30853,0.06343,0.8064,1.6018,0.065,0.08,0.125,1.8602,0.1648,6.19,1.1499,11.2783,1.0156,0.0292,23.6383,0.0061,0.0088,212.3442,23638.3147,24.3,1.81,1.16,0.163,1.73,93.2,0.0619,0.364,0.987,1.06,1.1,0.0285,185,1.68,0.0048,0.0016,0.0015,0.069,12,176,342,42.3,46.3,33.1,6.79,35.3,4.73,33.7,8.31,19.6,2.66,14.9,3.63,0.234,0.101,83.1,-9999,-80.6,-11.2,0.028,0.012,1.25,2.085,0.102,
