DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,dD,d18O,NH4-N,Ortho-P,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,SamplingNote
MST,,,,,,pH,degC,uS/cm,%,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,au,au,au,
(Detection limit),,,,,,,,,,0.00023,0.00026,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.00424,2.265,0.7582,0.0403,0.00424,0.66,3.2668,0.1443,0.4243,0.0106,0.1527,0.123,0.00212,0.1761,0.1252,0.00636,0.00212,0.01485,0.00849,0.2715,0.0127,0.7637,0.0764,0.0127,0.0382,0.1782,0.00636,0.0191,2.1001,4.5184,0.3606,0.6788,0.1909,0.9758,0.7849,0.0424,0.2969,0.0424,0.2969,0.0212,0.063,0.0212,0.0658,0.00212,0.1365,0.4,0.1,0.01,0.01,,,,,,,
(Lab Method),,,,,,PH_EC1,OxyTem,PH_EC1,OxyTem,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
4/16/2012 9:00,FLUME_UR,JEMEZ_s666,GRAB,Grab,Surface water,7.5,0.3,-9999,66.5,4.545,4.447,0.437,1.185,69.26,1.67,0.95,0.255,121.24,0.725,0.00212,1.1325,5291.81,868.87,212.87,14989.97,60.48,1510.3,11431.55,1.51,0.38,0.25,7.46,81.37,0.0626,1.03,1.14,2.83,2.83,0.11,54.3,207.15,0.0382,0.0064,0.0191,0.0891,0.00318,12.07,190.41,436.63,47.23,195.59,42.35,7.47,36.97,5.38,37.66,7.27,22.72,3.29,20.23,3.79,0.0329,0.00106,26.21,-82.26,-11.75,0.0122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/16/2012 9:45,FLUME_LR,JEMEZ_s667,GRAB,Grab,Surface water,7.3,0.2,-9999,74.8,4.349,4.748,0.2428,1.185,86.25,1.67,0.95,0.255,117.19,0.725,0.00212,1.1325,6336.32,1029.96,159.1,15284.62,92.06,1582.73,10945.05,2.04,0.38,0.33,1.7,50.42,0.0626,0.00318,1.07,3.11,3.05,0.98,50.11,231.04,0.0382,0.0064,0.0191,0.0891,0.00318,17.75,189.4,398.72,51.91,196.57,37.96,8.77,47.72,7.37,38.26,9.46,29.69,3.99,28.69,4.68,0.0329,0.00106,30.49,-81.66,-11.92,0.0089,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/16/2012 10:15,FLUME_RM,JEMEZ_s668,GRAB,Grab,Surface water,6.9,2.5,-9999,69.8,5.867,1.051,0.08521,1.185,25.42,1.67,0.95,0.255,30.66,0.725,0.00212,1.1325,5752.72,3200.29,230.51,16383.68,250.65,686.36,8481.44,1.46,0.31,0.07,0.00106,7.65,0.0626,1.23,0.00106,2.02,3.98,1.41,30.52,26.13,0.0382,0.0064,0.0191,0.0891,0.00318,3.8,28.63,65.43,6.38,20.85,11.97,1.5,3.79,0.0212,4.19,0.0212,3.59,0.0106,0.0315,0.0106,0.0329,0.00106,4.07,-80.35,-11.76,0.0086,-9999,1.4,2.468497,0.04,0.035,0.038058991,0.033301618,
4/17/2012 10:15,FLUME_UJ,JEMEZ_s669,GRAB,Grab,Surface water,7.2,2.4,-9999,76.3,3.26,5.69,0.4175,1.185,29.43,1.67,0.95,0.255,39.89,0.725,0.00212,1.1325,2792.74,748.71,304.33,13269.31,67.88,998.38,6437.78,3.19,0.44,0.37,3.17,152.74,0.0626,0.00318,1.37,3.03,2.87,1.88,26.77,504.82,0.0382,0.0064,0.0191,0.0891,0.00318,10.09,377.55,953.71,98.51,394.55,92.68,13.24,90.51,14.13,90.81,17.69,55.63,8,51.58,8.89,0.0329,0.00106,63.53,-83.44,-12.32,0.0106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/17/2012 11:15,FLUME_LJ,JEMEZ_s670,GRAB,Grab,Surface water,7.1,3.9,-9999,73.3,4.563,9.364,0.4507,1.185,29.68,1.67,0.95,0.255,48,0.725,0.00212,1.1325,3590.3,1061.6,236.91,13193.85,90.11,1610.93,9501.68,1.8,0.62,0.34,17.57,143.38,0.0626,1,3.22,2.68,3.11,0.1358,47.75,447.47,0.0382,0.0064,0.0191,0.0891,0.00318,26.95,357.06,716.21,91.21,404.8,83.75,19.1,87.33,14.42,81.16,15.81,49.13,7.56,47.84,8.95,0.0329,0.00106,69.63,-81.23,-11.76,0.014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/17/2012 12:00,FLUME_HG,JEMEZ_s671,GRAB,Grab,Surface water,6.9,5.9,-9999,74.3,2.345,3.361,0.4402,1.185,32.49,1.67,0.95,14.04,40.78,0.725,0.00212,1.1325,2746.53,661.22,206.41,10734.59,78.2,1094.08,5452.65,0.0053,0.2,0.14,1.15,66.38,0.0626,0.00318,2.25,2.23,2.68,2.85,20.17,271.77,0.0382,0.0064,0.0191,0.0891,0.00318,5.42,197.72,406.42,49.43,203.66,46.47,8.01,42.31,5.04,47.55,9,26.2,3.56,21.55,4.35,0.0329,0.00106,19.88,-86.01,-12.08,0.0104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/17/2012 12:30,FLUME_ULJ,JEMEZ_s672,GRAB,Grab,Surface water,6.7,8.4,-9999,72.7,2.951,3.393,0.315,1.185,25.38,1.67,0.95,0.255,29.76,0.725,0.00212,1.1325,2458.42,513.06,193.41,10417.99,118.57,814.21,5864.35,0.0053,0.28,0.14,0.00106,61.33,0.0626,0.00318,0.00106,2.9,2.56,0.92,23.86,241.37,0.0382,0.0064,0.0191,0.0891,0.00318,6.08,182.33,520.49,48.49,200.07,38.54,5.91,45.44,6.7,41.99,7.59,21.19,3.75,20.01,3.94,0.0329,0.00106,24.75,-86.41,-12.74,0.0086,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/17/2012 13:00,VGJJ7,JEMEZ_s673,GRAB,Grab,Surface water,6.9,9.6,-9999,87.3,5.61,7.417,0.4185,22.02,121.8,1.67,0.95,0.255,36.07,0.725,0.00212,1.1325,7743.69,1299.2,251.58,16237.03,64.05,1313.72,9707.62,0.0053,0.8,0.36,3.97,229.37,0.0626,0.00318,1.54,2.53,2.87,0.6,42.08,344.02,1.1,0.0064,0.0191,0.0891,0.00318,21.97,308.31,660.49,76.28,300.36,62.56,15.52,67.43,11.04,60.37,11.24,29.04,4.87,39.38,5.17,0.0329,0.00106,68.93,-77.97,-10.91,-0.0014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/9/2012 22:00,FLUME_UJ,JEMEZ_s674,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/12/2012 22:00,FLUME_UJ,JEMEZ_s675,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/13/2012 22:00,FLUME_UJ,JEMEZ_s676,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/14/2012 22:00,FLUME_UJ,JEMEZ_s677,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/15/2012 22:00,FLUME_UJ,JEMEZ_s678,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/16/2012 22:00,FLUME_UJ,JEMEZ_s679,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/9/2012 22:00,FLUME_LLJ,JEMEZ_s680,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/12/2012 22:00,FLUME_LLJ,JEMEZ_s681,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/16/2012 22:00,FLUME_LLJ,JEMEZ_s682,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
4/20/2012 12:00,FLUME_UR,JEMEZ_s683,GRAB,Grab,Surface water,6.5,9.9,-9999,56,4.76,4.285,0.45,1.185,65.48,1.67,0.95,0.255,104.39,0.725,0.00212,34.62,5498.2599,765.1306,102.86,16258.5276,103.25,2328.3,10033.76,1.64,0.84,0.45,4.19,92.25,0.05,0.00318,2.19,5.08,0.37,0.44,53.3,186.33,0.0382,0.0064,0.0191,0.0891,0.00318,12.84,264.76,433.72,47.93,0.3394,33.44,8.2,35.34,4.74,33.27,6.23,22.23,0.0106,21.28,2.02,0.0329,0.00106,25.24,-72.42,-10.07,0.020199999,0.044100001,1.33,5.889984,0.194,0.15,0.045274212,0.035005834,
4/20/2012 13:00,FLUME_LR,JEMEZ_s684,GRAB,Grab,Surface water,6.9,10.8,-9999,57.6,4.67,5.358,0.21,1.185,76.9,1.67,0.95,0.255,98.25,0.725,0.00212,33.9,5804.5065,854.0862,134.34,15476.8281,100.08,2418.29,9069.06,2.02,0.96,0.24,2.02,116.07,0.06,0.00318,1.23,5.94,0.61,0.51,48.61,238.45,0.0382,0.0064,0.0191,0.0891,0.00318,19.14,306.94,645.49,64.46,0.3394,41.5,9.73,57.71,9.27,47.25,9.6,23.79,0.69,26,4.44,0.0329,0.00106,35.78,-82.07,-11.89,0.080300003,0.046300001,-9999,-9999,-9999,-9999,-9999,-9999,
4/20/2012 13:30,FLUME_RM,JEMEZ_s685,GRAB,Grab,Surface water,6.5,18.4,-9999,59.6,5.5,1.492,0.1,1.185,19.4,1.67,0.95,0.255,28.66,0.725,0.03,6.5142,6434.19,530.58,34.02,11586.52,379.995,963.67,4515.84,0.97,0.4,0.21,0.61,21.13,0.04,0.26,0.88,8.41,1.97,0.23,27.2,74.91,1.53,0.01,0.05,0.01,0.2,3.58,139.96,166.8,13.23,151.01,2.66,1.97,19.74,2.96,13.82,1.97,4.93,0.99,5.92,0.99,0.22,0.08,26.95,-79.75,-11.7,0.0255,0.212300003,-9999,-9999,-9999,-9999,-9999,-9999,
4/24/2012 12:00,FLUME_UJ,JEMEZ_s686,GRAB,Grab,Surface water,7.3,9.4,-9999,60.8,3.33,5.53,0.23,1.185,24.43,1.67,0.95,0.255,36.45,0.725,0.00212,17.63,2837.6578,674.8042,154.71,14774.1011,62.43,1467.02,5652.37,2.45,0.71,0.32,2.3,120.06,0.06,0.00318,1.41,5.33,0.22,0.53,25.02,426.71,0.0382,0.0064,0.0191,0.0891,0.00318,9.03,403.32,782.88,88.71,0.3394,66.45,10.86,75.28,13.06,63.49,14.39,49.15,4.1,44.04,7.01,0.0329,0.00106,65.26,-86.16,-12.1,-0.001,0.016100001,-9999,-9999,-9999,-9999,-9999,-9999,
4/24/2012 11:15,FLUME_LJ,JEMEZ_s687,GRAB,Grab,Surface water,7.3,9,-9999,60.3,5.25,9.211,0.39,1.185,26.49,1.67,0.95,0.255,40.77,0.725,0.00212,17.78,3443.5288,1022.8284,218.45,13890.6239,57.93,1895.87,8794.12,2.47,1.15,0.26,15.35,234.11,0.11,0.00318,1.46,2.49,0.49,0.65,49.4,599.79,0.0382,0.0064,0.0191,0.0891,0.00318,29.4,578.24,1280.14,140.89,0.3394,112.81,24.09,114.92,19.02,111.04,21.36,67.7,8.53,64.35,8.57,0.0329,0.00106,86.99,-82.74,-12.16,0.0078,0.0385,1.38,3.779929,0.468,0.354,0.050808816,0.038432309,
4/24/2012 10:45,FLUME_HG,JEMEZ_s688,GRAB,Grab,Surface water,7.1,7.3,-9999,57.2,2.89,3.5,0.29,1.185,29.44,1.67,0.95,0.255,39,0.725,0.00212,17.83,2783.077,656.3391,126.32,11956.0527,52.46,1361.3,4777.55,1.61,0.53,0.25,13.8,97.78,0.05,0.00318,0.00106,4.89,0.12,0.3,21.44,343.71,0.0382,0.0064,0.0191,0.0891,0.00318,6.5,305.64,658.64,65.78,0.3394,48.46,6.57,66.92,9.92,53.21,12.05,38.95,2.39,34.35,3.5,0.0329,0.00106,23.71,-85.26,-12.25,0.035999998,0.0113,-9999,-9999,-9999,-9999,-9999,-9999,
4/24/2012 9:45,FLUME_ULJ,JEMEZ_s689,GRAB,Grab,Surface water,7.3,4.8,-9999,64.7,3.02,4.278,0.27,1.185,24.73,1.67,0.95,0.255,28.82,0.725,0.00212,16.32,2529.2307,546.1534,94.85,11244.6847,60.41,1054.86,5532.21,1.31,0.57,0.16,1.39,76.91,0.05,0.00318,0.00106,2.07,0.21,0.42,24.45,308.11,0.0382,0.0064,0.0191,0.0891,0.00318,6.21,264.84,553.53,49.71,0.3394,33.68,7.98,47.48,6.78,62.37,8.41,26.29,2.28,23.35,4.57,0.0329,0.00106,33.88,-86.95,-12.52,0.0006,0.0263,1.36,3.885027,0.179,0.135,0.041841982,0.031556802,
4/24/2012 9:00,VGJJ7,JEMEZ_s690,GRAB,Grab,Surface water,7.1,7.8,-9999,54.3,7.56,6.498,0.28,27.88,61.24,1.67,0.95,0.255,25.38,0.725,0.00212,19.19,8145.3198,1427.2586,214.72,17614.8985,83.27,1676,8995.63,2.44,1.17,0.3,8.07,245.61,0.11,0.00318,1.3,3.68,0.65,0.29,49.7,358.6,0.0382,0.0064,0.0191,0.0891,0.00318,26.99,427.23,829.76,91.89,0.3394,60.68,12.03,87.39,10.75,63.27,12.19,38.87,3.7,30.11,5.63,0.0329,0.00106,64.63,-80.66,-11.05,-0.0008,0.034000002,1.33,6.430688,0.301,0.231,0.046321945,0.0355494,
4/17/2012 22:00,FLUME_UJ,JEMEZ_s691,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,6.565,0.34,1.185,22.69,1.67,0.95,0.255,39.15,0.725,0.06,3.7962,2901.77,741.34,137.09,12678.53,121.88,1223.93,3866.33,2.33,0.12,0.36,1.49,98.89,0.06,0.63,1.63,4.31,0.32,0.11,25.21,400.6,0.5,0.01,0.03,0.03,0.1,11,344.66,624.38,72.33,258.54,74.93,11.99,72.93,11.99,75.42,13.99,41.06,5.99,51.95,5.99,0.13,0.12,68.53,-84.39,-12.18,0.0049,0.0185,-9999,-9999,-9999,-9999,-9999,-9999,
4/18/2012 22:00,FLUME_UJ,JEMEZ_s692,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,6.519,0.29,1.185,26.34,1.67,0.95,27.4,39.24,0.725,0.05,4.935,3558.38,764.96,158.58,12549.4,135.22,1247.51,4030.42,2.41,0.22,0.41,1.49,108.02,0.06,0.52,1.19,2.89,0.3,0.23,25.67,422.44,0.41,0.0064,0.01,0.07,0.09,10.73,359.27,674.12,65.04,257.41,75.11,10.86,95.74,11.84,74.91,12.83,36.52,4.94,34.55,5.92,0.09,0.12,66.33,-83.42,-11.79,0.0023,0.0153,-9999,-9999,-9999,-9999,-9999,-9999,
4/19/2012 22:00,FLUME_UJ,JEMEZ_s693,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,6.394,0.31,1.185,24.13,1.67,0.95,0.255,39.12,0.725,0.06,3.1552,3058.13,709.1,97.75,12507.33,138.04,1148.1,3930.73,1.66,0.06,0.27,1.32,74.91,0.05,0.48,1.21,3.63,0.27,0.04,24.49,373.69,0.39,0.01,0.01,0.03,0.09,10.16,322.42,589.63,66.36,232.2,63.1,8.87,61.13,11.83,62.02,13.8,41.12,5.92,43.38,6.9,0.07,0.09,61.53,-84.24,-11.99,0.0063,0.018300001,-9999,-9999,-9999,-9999,-9999,-9999,
4/20/2012 22:00,FLUME_UJ,JEMEZ_s694,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,6.814,0.49,1.185,28.18,1.67,0.95,0.255,38.42,0.725,0.05,4.1328,3232.47,753.44,203.15,12546.52,146.62,1211.63,4112.07,3.08,0.14,0.52,1.6,128.58,0.07,0.55,1.41,6.37,0.3,0.25,24.52,400.49,0.48,0.35,0.06,0.02,0.16,9.65,371.95,729.14,71.73,203.69,87.77,12.79,79.7,10.82,59.83,14.76,38.67,5.9,44.28,2.95,0.05,0.2,61.01,-84,-11.98,0.003,0.020500001,-9999,-9999,-9999,-9999,-9999,-9999,
4/21/2012 22:00,FLUME_UJ,JEMEZ_s695,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,6.473,0.34,1.185,21.66,1.67,0.95,0.255,38.34,0.725,0.06,2.7524,2995.02,734.36,127.49,12849.51,133.69,1178.78,4001.41,2.07,0.2,0.31,1.32,86.35,0.05,0.58,0.95,4.96,0.29,0.15,24.95,360.76,0.34,0.01,0.03,0.03,0.07,11.73,288.02,551.46,58.29,244.37,49.64,9.83,57.01,11.8,63.6,12.78,40.3,3.93,42.27,6.88,0.04,0.27,55.93,-85.22,-12.02,0.009,0.0198,-9999,-9999,-9999,-9999,-9999,-9999,
4/22/2012 22:00,FLUME_UJ,JEMEZ_s696,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.899,0.23,1.185,26.65,1.67,0.95,0.255,37.12,0.725,0.07,2.475,3006.75,804.61,275.33,12301.71,108.9,1357.78,3940.44,3.8,0.5,0.37,2.14,161.25,0.07,1.82,1.68,10.23,0.37,0.93,28.82,379.17,0.34,0.02,0.07,0.06,0.06,12.69,419.76,850.41,83.85,174.24,86.92,12.87,85.14,12.87,75.64,11.88,45.24,6.93,43.56,5.94,0.04,0.15,61.78,-84.5,-12.07,0.0017,0.0188,-9999,-9999,-9999,-9999,-9999,-9999,
4/17/2012 22:00,FLUME_LLJ,JEMEZ_s697,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.104,0.31,1.185,18.01,1.67,0.95,0.255,30.03,0.725,0.05,1.8696,2521.63,627.28,113.4,9444.21,129.89,989.2,3487.11,1.55,0.42,0.38,1.03,60.78,0.05,0.43,0.86,3.86,0.32,2.03,21.62,183.02,0.21,0.01,0.05,0.03,0.07,6.36,212.54,482.16,36.83,106.27,34.24,4.92,42.31,7.87,35.42,6.89,21.65,1.97,17.71,2.95,0.03,0.07,26.37,-86.34,-12.12,0.0063,0.0243,-9999,-9999,-9999,-9999,-9999,-9999,
4/18/2012 22:00,FLUME_LLJ,JEMEZ_s698,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.288,0.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.04,0.493,4605.55,549.15,67.18,9420.99,138.04,808.39,3687.99,1.28,0.05,0.35,0.79,36.81,0.04,0.36,0.86,3.67,0.28,0.19,22.35,195.82,0.2,0.0064,0.03,0.02,0.07,6.77,560.05,432.85,35.03,119.31,27.81,4.93,43.38,6.9,27.61,6.9,20.71,3.94,21.69,1.97,0.02,0.07,24.65,-86.57,-12.49,0.004,0.0232,-9999,-9999,-9999,-9999,-9999,-9999,
4/19/2012 22:00,FLUME_LLJ,JEMEZ_s699,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.201,0.3,1.185,21,1.67,0.95,0.255,29.17,0.725,0.05,0.1976,3159.88,529.66,98.15,9677.55,124.49,823.67,4243.93,1.78,0.02,0.33,1.03,49,0.04,0.81,0.86,9.34,0.26,0.14,23.76,188.91,0.17,0.02,0.04,0.02,0.06,8.16,171.41,494.99,35.1,110.66,38.33,3.95,44.46,6.92,33.59,4.94,20.75,3.95,16.8,2.96,0.02,0.11,26.58,-86.11,-12.38,0.0175,0.0211,-9999,-9999,-9999,-9999,-9999,-9999,
4/20/2012 22:00,FLUME_LLJ,JEMEZ_s700,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.396,0.24,1.185,15.91,1.67,0.95,0.255,29.21,0.725,0.05,0.8928,2496.49,535.97,145.32,9242.85,143.84,792.3,3512.75,2.33,0.05,0.37,3.56,83.32,0.05,0.5,1.11,8.72,0.3,0.2,22.43,235.1,0.18,0.02,0.04,0.02,0.05,7.14,217.55,536.67,49.5,102.18,41.37,5.95,37.7,6.94,46.62,8.93,24.8,2.98,23.81,2.98,0.02,0.28,31.05,-87.5,-12.74,0.0092,0.019200001,-9999,-9999,-9999,-9999,-9999,-9999,
4/21/2012 22:00,FLUME_LLJ,JEMEZ_s701,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.349,0.24,1.185,13.86,1.67,0.95,0.255,28.53,0.725,0.05,0.8784,2381.35,566.71,137.31,9405.23,139.57,798.81,3649.39,2.18,0.06,0.33,2.7,74.64,0.06,0.33,0.78,12.16,0.26,0.35,22.16,222.53,0.15,0.0064,0.06,0.02,0.08,6.96,202.42,530.94,43.61,112.24,48.12,5.86,48.8,8.78,39.04,6.83,26.35,1.95,28.3,3.9,0.02,0.09,28.21,-87.09,-12.47,0.0196,0.0242,-9999,-9999,-9999,-9999,-9999,-9999,
4/22/2012 22:00,FLUME_LLJ,JEMEZ_s702,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.497,0.24,1.185,15.48,1.67,0.95,0.255,28.37,0.725,0.05,0.7888,2482.58,545.99,127.48,9242.72,141.98,798.18,3425.77,2.05,0.09,0.28,0.99,65.85,0.04,1.4,0.94,3.43,0.28,0.15,22.69,216.33,0.16,0.03,0.03,0.01,0.09,7.31,189.81,505.82,39.75,114.38,45.45,5.92,56.2,7.89,34.51,5.92,17.75,2.96,22.68,1.97,0.01,0.13,26.52,-86.46,-12.37,0.014,0.021299999,-9999,-9999,-9999,-9999,-9999,-9999,
