DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,dD,d18O,NH4-N,Ortho-P,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,SamplingNote
MST,,,,,,pH,degC,uS/cm,%,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,au,au,au,
(Detection limit),,,,,,,,,,0.00023,0.00026,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.00424,2.265,0.7582,0.0403,0.00424,0.66,3.2668,0.1443,0.4243,0.0106,0.1527,0.123,0.00212,0.1761,0.1252,0.00636,0.00212,0.01485,0.00849,0.2715,0.0127,0.7637,0.0764,0.0127,0.0382,0.1782,0.00636,0.0191,2.1001,4.5184,0.3606,0.6788,0.1909,0.9758,0.7849,0.0424,0.2969,0.0424,0.2969,0.0212,0.063,0.0212,0.0658,0.00212,0.1365,0.4,0.1,0.01,0.01,,,,,,,
(Lab Method),,,,,,PH_EC1,OxyTem,PH_EC1,OxyTem,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
7/15/2012 18:00,FLUME_LLJ,JEMEZ_s813,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-83.34,-12.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/18/2012 18:00,FLUME_LLJ,JEMEZ_s814,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-80.45,-11.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/21/2012 18:00,FLUME_LLJ,JEMEZ_s815,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-83.48,-11.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/24/2012 18:00,FLUME_LLJ,JEMEZ_s816,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-73.69,-10.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/26/2012 18:00,FLUME_LLJ,JEMEZ_s817,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-75.7,-10.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/29/2012 18:00,FLUME_LLJ,JEMEZ_s818,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-83.59,-11.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/12/2012 18:00,FLUME_UJ,JEMEZ_s819,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-76.71,-10.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/15/2012 18:00,FLUME_UJ,JEMEZ_s820,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-79.88,-11.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/18/2012 18:00,FLUME_UJ,JEMEZ_s821,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-70.67,-10.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/26/2012 18:00,FLUME_UJ,JEMEZ_s822,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-82.1,-11.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/3/2012 16:00,SouthSp,JEMEZ_s823,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-90.35,-13.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/3/2012 16:00,SouthSp,JEMEZ_s824,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-89.64,-12.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/3/2012 16:00,SouthSp,JEMEZ_s825,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/19/2012 16:00,SouthSp,JEMEZ_s826,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-89.98,-13.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
7/20/2012 16:00,SouthSp,JEMEZ_s827,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-89.98,-13.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 10:30,FLUME_RM,JEMEZ_s828,GRAB,Grab,Surface water,6.7,15.9,61.9,71.2,4.707,1.921,0.09268,1.185,15.84,1.67,0.95,0.255,31.64,0.725,0.03,81.4436,5084,457.97,41.02,16985,254.39,611.81,3475,1.02,0.68,0.4,15.32,2824.76,0.49,1.62,489.08,18.87,1.86,0.75,21.43,57.19,1.48,0.05,0.02,0.03,0.18,21.42,62.12,126.21,11.93,138.04,7.2,3.94,9.86,1.97,5.92,2.96,6.9,0.99,3.94,0.0106,0.22,0.07,23.63,-78.3,-11.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 11:00,FLUME_LR,JEMEZ_s829,GRAB,Grab,Surface water,7.2,13.8,41.6,83.4,6.084,2.506,0.1552,1.185,21.07,1.67,0.95,0.255,41.88,0.725,0.04,59.31,4979.72,747.63,15.19,13346.0198,79.01,1138.51,9304.25,0.62,0.57,0.0615,1.09,31.15,0.0626,0.00318,0.63,1.2,1.19,2.56,38.34,68.3,0.78,0.0064,0.0191,0.0891,0.00318,8.84,56.45,97.59,14.91,33.97,4.01,2.56,18.14,0.0212,19.84,2.71,13.04,2.53,10.07,0.0106,0.0329,0.00106,16.7,-78.28,-11.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,took POC samples
8/11/2012 11:38,FLUME_UR,JEMEZ_s830,GRAB,Grab,Surface water,6.8,12.9,33.8,77.8,5.012,2.749,0.1356,1.185,10.92,1.67,0.95,0.255,49.75,0.725,0.01,58.22,4126.52,613.36,30.76,13406.4259,92.16,1047.22,8149.56,0.81,0.54,0.0615,3.78,55.79,0.0626,0.00318,0.63,3.05,1.02,0.98,33.92,148.93,0.6,0.0064,0.0191,0.0891,0.00318,12.87,139.04,243.69,33.89,23.82,37.47,6.09,29.69,5.38,31.1,4.38,17.64,1.14,16.23,2.42,0.0329,0.00106,14.4,-81.64,-12.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 12:50,UpJaramilloSp3,JEMEZ_s831,GRAB,Grab,Surface water,6,8.5,67.5,69,5.517,0.6252,0.6678,1.185,13.65,1.67,0.95,40.04,27.17,0.725,0.00212,72.6876,3463,539.63,3.58,9866,97.31,648.6,3967,0.6,0.38,0.13,0.17,8.67,0.02,0.29,0.59,1.74,0.27,0.86,25.11,13.9,1,0.04,0.01,0.02,0.09,2.33,8.94,2.2592,2.18,167.82,0.0955,0.4879,0.3924,0.0212,2.98,0.0212,1.99,0.0106,0.99,0.0106,0.13,0.07,11.87,-83.1,-12.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 13:30,TopUJSp,JEMEZ_s832,GRAB,Grab,Surface water,7.2,7.2,74.9,77,7.074,1.364,0.2344,1.185,15.36,1.67,0.95,11.48,38.92,0.725,0.03,70.7948,4835,979.71,7.77,14274,75.92,696.37,5734,0.42,0.26,0.12,0.38,4.86,0.02,0.12,0.42,2.14,0.21,0.74,40.03,89.73,1.1,0.0064,0.02,0.01,0.08,4.8,20.71,11.83,4.73,185.37,3.65,0.99,10.85,0.99,7.89,1.97,9.86,0.0106,4.93,0.99,0.11,0.05,22.26,-88.81,-12.89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 15:58,FLUME_UJ2,JEMEZ_s833,GRAB,Grab,Surface water,7.3,19,62.5,77.3,4.89,2.639,0.1755,1.185,13.85,1.67,0.95,0.255,25.68,0.725,0.02,55.02,3614.8,624.2,19.51,10350.6626,42.34,681.53,7753.16,1.58,0.51,0.0615,4.41,43.3,0.0626,0.00318,0.51,0.6,0.91,0.1358,35.9,91.44,0.81,0.0064,0.0191,0.0891,0.00318,6,76.28,143.56,16.74,15.64,10.48,4.09,24.15,2.48,19.1,2.78,9.57,2.28,9.66,1.08,0.0329,0.00106,15.85,-82.15,-12.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 16:10,FLUME_UJ,JEMEZ_s834,GRAB,Grab,Surface water,7.4,19.1,73.1,76.2,5.811,3.041,0.1501,1.185,12.51,1.67,0.95,0.255,29.39,0.725,0.06,59.5,4103.93,838.83,52.24,16267.2455,67.74,1399.84,8472.73,2.2,0.0764,0.0615,1.78,66.24,0.0626,0.00318,0.66,4.69,0.74,0.1358,32.14,192.89,0.67,0.0064,0.0191,0.0891,0.00318,5.47,145.46,258.63,31.79,57.55,28.43,3.81,44.61,5.2,31.38,6.31,23.8,3.89,19.53,1.82,0.0329,0.00106,28.94,-83.08,-12.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 16:24,JaramilloMid,JEMEZ_s835,GRAB,Grab,Surface water,7.4,19.2,66.5,69.6,5.225,3.205,0.181,1.185,1.67,1.67,0.95,0.255,24.8,0.725,0.01,69.0432,3854,717.31,20.47,12587,107.14,838.76,4236,0.63,0.9,0.39,2.84,59.56,0.08,0.43,2.2,3.67,0.5,0.7,39.69,93.05,0.82,0.05,0.01,0.01,0.05,11.09,76.68,117.75,15.18,199.39,14.38,2.98,11.9,1.98,13.89,2.98,9.92,1.98,7.94,0.99,0.08,0.31,35.51,-80.68,-11.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 16:53,FLUME_LJ,JEMEZ_s836,GRAB,Grab,Surface water,7.3,19.6,20.6,76.5,8.835,4.825,0.339,1.185,15.47,1.67,0.95,0.255,25.89,0.725,0.04,60.85,4593.41,1192.62,21.1,13635.3849,44.71,1963.59,13788.68,1.11,1.22,0.0615,45.97,40.88,0.0626,0.97,3.18,3.8,1.31,0.1358,58.1,107.95,1.14,0.0064,0.0191,0.0891,0.00318,34.48,106.99,158.37,21.93,41.36,12.64,13.03,26.38,1.94,25.3,4.58,12.86,1.38,13.44,2.03,0.0329,0.00106,67.19,-77.58,-11.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/11/2012 17:16,CowboySp,JEMEZ_s837,GRAB,Grab,Surface water,7.4,15.9,92.5,67.6,6.734,0.7192,0.2173,16.25,40.93,1.67,0.95,24.5,25.29,0.725,0.02,78.1975,7519,817.8,3.8,32181,62.86,5055,3298,0.5,0.45,0.13,0.82,1.26,0.01,0.26,0.26,2.07,0.41,0.76,17.23,30.27,0.92,0.0064,0.01,0.01,0.05,4.85,16.14,3.03,2.22,176.58,0.0955,2.02,4.04,0.0212,8.07,0.0212,3.03,0.0106,2.02,1.01,0.06,0.03,28.76,-88.31,-12.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,took POC samples
8/12/2012 10:50,TopWLJF,JEMEZ_s838,GRAB,Grab,Surface water,6.8,11.1,50.1,64.9,5.192,3.184,0.1849,1.185,11.14,1.67,0.95,0.255,30.84,0.725,0.01,74.7936,2064,931.1,35.9,15573,82.66,1446.93,4354,0.85,0.24,0.09,0.67,18.52,0.03,0.8,0.68,2.77,0.31,0.69,28.74,221.76,0.24,0.01,0.01,0.01,0.04,14.04,183.76,184.56,40.72,338.14,35.68,9.07,45.36,7.06,31.25,7.06,20.16,4.03,23.18,2.02,0.03,0.04,33.67,-81.95,-12.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 11:05,SouthSp,JEMEZ_s839,GRAB,Grab,Surface water,6.8,7.3,11.6,68.4,4.089,0.6043,0.2639,1.185,10.97,1.67,0.95,17.12,25.85,0.725,0.00212,73.8474,3226,430.17,3.51,10658,133.27,667.2,4977,0.44,0.15,0.1,0.08,1.26,0.0626,0.88,0.25,1.38,0.22,0.92,21.34,10.02,0.26,0.01,0.01,0.01,0.03,1.83,10.02,2.2592,0.3,171.34,0.0955,1,0.3924,0.0212,0.1484,1,0.1484,0.0106,2,0.0106,0.04,0.02,13.95,-91.45,-13.28,-9999,-9999,1.32,0.16541,0.03,0.035,0.049644216,0.057918253,
8/12/2012 11:26,WFLJbelowSouthSp1,JEMEZ_s840,GRAB,Grab,Surface water,7,11,-9999,70.4,3.952,1.309,0.06305,1.185,1.67,1.67,0.95,0.255,24.69,0.725,0.01,73.6524,3021,449.95,11.84,11030,72.85,549.18,3329,0.53,0.11,0.08,0.45,7.92,0.01,0.23,0.43,2.09,0.24,0.24,21.88,33.93,0.3,0.0064,0.01,0.01,0.04,5.28,30.94,46.91,6.39,170.66,15.27,4.99,8.98,1,7.98,3.99,2.99,0.0106,9.98,1,0.03,0.02,26.95,-88.95,-13.22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,took POC samples
8/12/2012 13:07,WFLJbelowSouthSp2,JEMEZ_s841,GRAB,Grab,Surface water,7.1,12.9,-9999,70.6,3.887,1.74,0.08894,1.185,1.67,1.67,0.95,0.255,23.35,0.725,0.01,76.5466,3129,494.15,26.56,11240,76.85,716.36,3135,0.79,0.21,0.13,0.33,16.67,0.01,0.17,0.36,1.35,0.27,0.82,35.53,51.9,0.27,0.0064,0.01,0.0891,0.03,7.75,46.91,108.68,9.88,166.67,15.37,3.99,4.99,2,5.99,2.99,5.99,2,8.98,2,0.05,0.08,22.95,-89.22,-12.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 13:25,WFLJbelowSouthSp3,JEMEZ_s842,GRAB,Grab,Surface water,7,13,-9999,71.8,4.015,1.704,0.08147,1.185,1.67,1.67,0.95,0.255,24.08,0.725,0.00212,80.271,3291,528.19,25.92,11030,92.16,712.52,3406,0.78,0.28,0.1,0.33,15.33,0.01,0.18,0.45,1.45,0.28,0.71,25.07,54.21,0.78,0.01,0.01,0.01,0.03,6.11,55.5,113.07,12.09,155.59,16.85,3.96,10.9,2.97,7.93,3.96,6.94,0.0106,7.93,2.97,0.03,0.03,18.83,-88.68,-12.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 14:06,LaJaraBelowConf,JEMEZ_s843,GRAB,Grab,Surface water,7,14.2,-9999,70.2,4.173,2.771,0.1599,1.185,1.67,1.67,0.95,0.255,24.95,0.725,0.01,78.657,3071,490.05,18.84,10985,77.15,689.42,3587,0.64,0.11,0.08,0.27,10.27,0.01,0.14,0.82,2.05,0.24,0.22,25.75,50.1,0.34,0.0064,0.0191,0.01,0.02,8.42,52.1,104.11,10.72,167.33,20.14,4.01,11.02,3.01,12.02,3.01,3.01,0.0106,7.01,1,0.02,0.15,17.03,-87.62,-12.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 14:22,LaJaraMidWay,JEMEZ_s844,GRAB,Grab,Surface water,6.6,14.7,-9999,66.2,4.392,1.911,0.0982,1.185,1.67,1.67,0.95,0.255,23.45,0.725,0.01,80.8752,2960,546.33,21.78,10730,84.66,809.75,3561,0.63,0.28,0.12,0.27,13.74,0.01,0.2,0.67,1.54,0.27,0.73,24.71,63.64,0.27,0.01,0.01,0.02,0.02,6.29,52.79,107.37,13.55,191.23,8.96,1.99,8.96,2.99,11.95,3.98,7.97,0.0106,11.95,1,0.02,0.03,17.93,-87.28,-12.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 14:43,LaJaraUpStreamOfSeep,JEMEZ_s845,GRAB,Grab,Surface water,6.7,12.7,-9999,67.5,4.266,1.851,0.09237,1.185,1.67,1.67,0.95,0.255,24.23,0.725,0.02,78.591,2899,583.14,22.43,11713,64.42,831,5871,0.63,0.25,0.11,0.42,12.16,0.03,0.19,0.39,1.29,0.22,0.65,29.63,84.92,0.21,0.01,0.01,0.01,0.03,6.97,61.31,101.2,14.07,193.97,25.23,7.04,16.08,2.01,16.08,4.02,12.06,0.0106,9.05,1.01,0.02,0.05,16.08,-86.81,-12.78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 15:30,LaJaraSeep,JEMEZ_s846,GRAB,Grab,Surface water,6.7,5.9,-9999,72.1,4.033,1.03,0.3419,1.185,13.35,1.67,0.95,20.61,27.43,0.725,0.02,82.0108,2803,559.2,8.76,10111,84.74,984.1,3850,0.49,0.16,0.11,0.13,3.22,0.01,0.25,0.33,1.54,0.2,0.95,24.89,74.71,0.19,0.01,0.01,0.0891,0.04,6.38,34.09,21.43,6.43,195.77,19.38,3.9,10.71,1.95,5.84,2.92,8.77,0.0106,10.71,0.97,0.02,0.02,9.74,-86.18,-12.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 15:00,FLUME_ULJ,JEMEZ_s847,GRAB,Grab,Surface water,6.7,13.4,-9999,84.7,4.181,1.69,0.09496,1.185,12.69,1.67,0.95,0.255,24.3,0.725,0.07,58.75,2884.05,569.13,27.78,10333.26,25.83,880.03,6370.09,0.52,0.13,0.0615,0.00106,13.32,0.0626,0.07,0.16,0.00742,0.75,1.17,26.74,81.37,0.0382,0.0064,0.0191,0.0891,0.00318,1.99,57.49,135.22,16.06,0.3394,7.27,2.7,17.77,7.23,0.1484,16.13,2.77,16.76,0.0315,8.5,0.0329,0.00106,9.62,-86.17,-12.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/12/2012 14:30,FLUME_LLJ,JEMEZ_s848,GRAB,Grab,Surface water,7,15.5,-9999,82.5,4.249,2.012,0.06916,1.185,1.67,1.67,0.95,0.255,24.68,0.725,0.03,61.78,2953.98,556.46,24.91,10437.2695,53.17,773.41,7464.83,1.03,0.25,0.0615,0.72,14.22,0.0626,0.07,0.16,0.69,0.66,0.1358,26.27,86.33,0.0382,0.0064,0.0191,0.0891,0.00318,2.51,68.09,151.63,12.71,0.3394,0.0955,3.48,21.24,10.7,0.1484,17.9,4.4,13.14,0.0315,6.51,0.0329,0.00106,0.0682,-85.53,-12.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,took POC samples
8/12/2012 16:00,EFJR,JEMEZ_s849,GRAB,Grab,Surface water,8.7,20.9,-9999,106.7,6.989,6.441,0.4229,44.35,33.45,1.67,0.95,0.255,0.42,0.725,0.01,82.3536,11415,1293.93,61.98,17103,84.67,785.42,5060,1.58,1.25,0.14,3.47,105.37,0.12,0.48,0.59,1.66,1.33,0.78,36.66,139.51,1.57,0.0064,0.01,0.0891,0.08,11.91,137.59,229.32,30.62,185.47,36.19,8.06,30.24,5.04,25.2,6.05,18.14,0.0106,14.11,2.02,0.02,0.11,142.13,-67.36,-9.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
8/13/2012 9:41,HGPond,JEMEZ_s850,GRAB,Grab,Surface water,7.2,16.5,-9999,56,5.029,28.32,1.429,1.185,26.13,1.67,0.95,0.255,12.99,0.725,0.06,83.0484,4321,958.31,14.62,7031,55.27,5885,5108,0.98,0.44,0.17,435.13,134.9,2.06,1,1.24,7,1.67,0.78,30.93,325.98,0.53,0.01,0.02,0.01,0.07,32.1,233.5,610.83,49.45,133.4,70.21,12.04,56.17,10.03,48.95,13.04,29.09,2.01,33.1,4.01,0.02,0.12,89.27,-16.2,1.63,-9999,-9999,1.39,3.251866,1.029,0.761,0.036334746,0.026871469,
