SiteCode,date collected (yyyy-mm-dd),time collected (hhmm),DateTime,SampleCode,pH (pH),EC (uS/cm),acid-neutralizing capacity (ueq/L),acidity (ueq/L),alkalinity (ueq/L),H+ (ueq/L),NH4+ (ueq/L),Ca++ (ueq/L),Mg++ (ueq/L),Na+ (ueq/L),K+ (ueq/L),Cl- (ueq/L),NO3- (ueq/L),SO4-- (ueq/L),PO4--- (ueq/L),Si (umol/L),cation sum,anion sum,charge balance,total N (umol/L),total dissolved N (umol/L),particulate N (umol/L),dissolved org N (umol/L),inorganic N (umol/L),total P (umol/L),total dissolved P (umol/L),particulate P (umol/L),dissolved org P (umol/L),inorganic P (umol/L),delta 18O (per mill),delta 18O std dev,delta D (per mill),delta D std dev,D excess (per mill),tritium (TU),tritium std dev,total org C (mg/L),dissolved org C (mg/L),particulate org C (mg/L)
GREEN LAKE 1,7/11/1991,DNS,,87,6.65,42,277.32,NP,NP,0.22,NP,249.5,29.78,38.76,25.95,7.05,13.82,131.61,NP,50.49,344.21,429.8,-0.11,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/23/1991,DNS,,88,6.26,40.3,152.1,NP,NP,0.55,NP,246.01,27.72,38.28,9.72,17.89,15.78,141.4,NP,46.58,322.28,327.16,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/8/1991,DNS,,89,6.7,43.3,222.58,NP,NP,0.2,NP,249.5,30.35,40.06,23.22,12.47,12.88,133.21,NP,49.77,343.33,381.15,-0.05,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/22/1991,DNS,,90,7.2,43,261.75,NP,NP,0.06,NP,302.99,29.7,NP,34.83,22.49,19.24,139.12,NP,51.55,NP,442.6,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/5/1991,DNS,,91,7.36,44.2,419.91,NP,NP,0.04,NP,322.95,10.78,NP,14.55,5.58,14.14,140.98,NP,62.15,NP,580.61,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/19/1991,DNS,,92,5.93,42.8,451.35,NP,NP,1.17,NP,325,29.94,NP,9.49,23.99,13.57,138.92,NP,57.64,NP,627.84,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/3/1991,DNS,,93,6.29,44.2,NP,NP,NP,0.51,NP,329.29,30.68,NP,8.44,11.17,14.16,140.61,NP,61.09,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/24/1991,DNS,,94,5.91,45.1,324.99,NP,NP,1.23,NP,348.6,32.16,NP,9.95,12.09,13.75,145.1,NP,62.78,NP,495.92,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,5/28/1992,1400,,95,7.06,48.6,218.31,NP,NP,0.09,NP,355.96,32.08,4.96,11,1.78,24.19,174.49,NP,66.19,404.09,418.77,-0.02,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/4/1992,1615,,96,7.09,48.2,249.46,NP,NP,0.08,NP,352,32.08,46.98,11,5.27,22.13,174.93,NP,61.45,442.14,451.79,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/11/1992,DNS,,97,7.1,50.5,239.87,NP,NP,0.08,NP,341.41,30.44,42.19,11,1.89,20.26,172.87,NP,59.64,425.11,434.88,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/18/1992,1515,,98,6.99,44.6,242.1,NP,NP,0.1,NP,350.71,31.26,46.54,11.25,3.58,30.09,174.62,NP,85.52,439.87,450.39,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/25/1992,DNS,,99,6.93,48.9,246.32,NP,NP,0.12,NP,351,32.08,45.24,10.74,2.31,28.22,172.22,NP,63.16,439.18,449.08,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/2/1992,DNS,,100,7.03,52,244.46,NP,NP,0.09,NP,339.18,28.79,57.42,14.07,18.98,22.24,162.67,NP,126.18,439.55,448.35,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/9/1992,DNS,,101,6.7,19.58,118.83,NP,NP,0.2,NP,156.4,7.82,13.05,3.71,2,8,57.28,NP,40.48,181.17,186.11,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/23/1992,DNS,,102,7.12,47.6,258.72,NP,NP,0.08,NP,353.65,32.08,44.37,11,4.17,12.48,174.28,NP,69.57,441.17,449.66,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/4/1992,DNS,,103,7.09,47.8,261.35,NP,NP,0.08,NP,356.54,32.91,46.11,10.23,2.43,18.76,171.79,NP,68.08,445.87,454.32,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/13/1992,DNS,,104,7.36,49.9,266.61,NP,NP,0.04,NP,361.22,31.26,45.67,10.23,3.36,15.05,171.72,NP,72.21,448.42,456.74,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/27/1992,900,,105,7.2,42.1,269.87,NP,NP,0.06,NP,364.11,32.08,46.98,10.74,2.12,17.56,172.58,NP,74.13,453.98,462.13,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/10/1992,DNS,,106,7.06,48.4,261.3,NP,NP,0.09,NP,363.53,31.1,50.89,11,3.81,25.71,175.08,NP,78.69,456.6,465.89,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/24/1992,DNS,,107,7.15,38.8,267.71,NP,NP,0.07,NP,369.94,32.08,52.63,3.81,3.55,18.42,178.01,NP,83.03,458.54,467.69,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/8/1992,DNS,,108,7.21,39.9,266.74,NP,NP,0.06,NP,374.62,32.08,50.46,12.02,2.03,28.97,181.38,NP,82.64,469.24,479.12,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/22/1992,DNS,,109,7.11,49.3,NP,NP,NP,0.08,NP,387.44,32.91,51.33,10.74,NP,21,184.55,NP,73.17,482.49,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,1/5/1993,1430,,110,7.17,44,384.63,NP,NP,0.07,NP,510.26,40.31,61.33,13.3,3.53,23.89,222.19,NP,81.61,625.26,634.23,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/10/1993,830,,111,7.11,43.3,202.32,NP,NP,0.08,0.93,300.14,30.68,36.84,8.31,4.12,25.57,155.28,NP,69.25,376.99,387.28,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/17/1993,1330,,112,7.36,43.9,237.36,NP,NP,0.04,0.64,323.25,30.03,38.41,7.8,4.4,18.43,147.99,NP,58.82,400.17,408.18,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/24/1993,1430,,113,7.45,49.9,273.55,NP,NP,0.04,0.5,372.44,33.89,42.02,8.8,5.42,20.58,166.81,NP,68.65,457.68,466.35,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/1/1993,1400,,114,7.13,49.8,266.94,NP,NP,0.07,0.86,360.91,32.74,42.67,8.29,4.23,20.47,162.06,NP,68.33,445.54,453.7,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/8/1993,1330,,115,7.36,42,255.63,NP,NP,0.04,1,340.07,31.18,39.67,8.23,4.15,18.97,148.82,NP,67.72,420.2,427.56,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/15/1993,1400,,116,7.64,43.3,240.87,NP,NP,0.02,1.5,318.97,29.62,38.76,8.49,3.84,17.55,142.12,NP,66.76,397.36,404.37,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/22/1993,1335,,117,7.6,44.2,140.3,NP,NP,0.03,0.07,209.42,28.79,40.37,8.18,4.63,16.93,133.53,NP,57.18,286.86,295.39,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/29/1993,820,,118,7.62,44.1,244.19,NP,NP,0.02,1.14,316.88,29.78,40.67,7.93,5.13,13.45,139.93,NP,61.6,396.42,402.71,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/12/1993,845,,119,7.58,44.7,248.18,NP,NP,0.03,0,311.27,29.45,41.67,8.18,3.38,11.68,132.37,NP,65.26,390.6,395.61,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/26/1993,820,,120,7.28,41.7,253.31,NP,NP,0.05,0.93,306.08,29.62,39.1,8.31,3.53,9.66,133.77,NP,62.34,384.1,400.26,-0.02,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/9/1993,1515,,121,7.43,43.2,252.02,NP,NP,0.04,1,305.75,29.45,39.45,8.06,3.47,7.39,129.52,NP,64.16,383.75,392.4,-0.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/7/1993,1300,,122,7.36,43.5,257.9,NP,NP,0.04,0.36,317.01,30.27,41.37,8.57,3.5,8.24,131.17,NP,67.08,397.62,400.8,0,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,5/19/1994,1415,,123,7.26,46.7,275.95,NP,NP,0.05,1.29,332.46,31.84,46.89,10.87,5.16,10.69,145.09,NP,66.83,423.4,436.9,-0.02,NP,NP,NP,NP,11.98,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,5/26/1994,845,,124,7.36,45.2,282.78,NP,NP,0.04,0.16,325.07,30.93,47.41,10.49,6.85,11.79,145.16,NP,64.4,414.1,446.58,-0.04,NP,NP,NP,NP,11.95,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/2/1994,1400,,125,7.22,44.5,241.7,NP,NP,0.06,0.93,303.57,29.53,41.02,10.23,9.22,13.34,139.74,NP,60.57,385.34,404,-0.02,NP,NP,NP,NP,14.27,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/9/1994,1330,,126,7.22,39.9,233.9,NP,NP,0.06,0.54,306.55,28.83,37.97,10.41,3.84,13.4,136.97,NP,58.52,384.36,388.11,0,NP,NP,NP,NP,13.94,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/16/1994,1425,,127,7.18,42.4,239.7,NP,NP,0.07,0.79,268.36,21.14,30.45,10.36,5.78,13,134.5,NP,67.29,331.16,392.98,-0.09,NP,NP,NP,NP,13.78,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/23/1994,850,,128,7.26,42.2,234.79,NP,NP,0.05,1.29,298.36,28.13,37.28,9.69,3.07,12.11,131.67,NP,58.36,374.81,381.64,-0.01,NP,NP,NP,NP,13.4,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/30/1994,900,,129,7.3,40.7,246.02,NP,NP,0.05,0.56,294.76,28.55,38.54,10.36,3.55,12.77,134.08,NP,60.83,372.8,396.43,-0.03,NP,NP,NP,NP,13.33,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/7/1994,820,,130,7.19,41.4,242.59,NP,NP,0.06,1,294.76,29.04,39.23,10,2.79,11.79,131.35,NP,63.04,374.09,388.53,-0.02,NP,NP,NP,NP,12.79,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/14/1994,835,,131,7.09,42.5,259.92,NP,NP,0.08,1.5,308.11,31.01,47.24,11.82,3.72,11.43,124.23,NP,66.72,399.76,399.31,0,NP,NP,NP,NP,12.93,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/21/1994,840,,132,7.15,43.3,259.11,NP,NP,0.07,1.29,306.91,31.42,31.93,11.07,3.3,11.02,125.21,NP,70.97,382.69,398.64,-0.02,NP,NP,NP,NP,12.3,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/28/1994,846,,133,7.35,42.5,254.86,NP,NP,0.04,1.86,305.31,30.03,43.28,12.76,6.68,7.21,127.44,NP,66.41,393.27,396.19,0,NP,NP,NP,NP,9.07,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/4/1994,1325,,134,7.58,40.7,248.63,NP,NP,0.03,0.86,282.87,27.72,39.41,10.13,2.2,4.95,119.28,NP,50.14,361.01,375.06,-0.02,NP,NP,NP,NP,5.81,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/11/1994,835,,135,7.49,40.8,253.28,NP,NP,0.03,0.5,298.38,28.96,42.41,9.9,3.05,4.41,123.15,NP,59.95,380.18,383.89,0,NP,NP,NP,NP,4.91,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/18/1994,830,,136,7.4,41.4,266.95,NP,NP,0.04,1.71,300.41,27.72,42.5,11.18,3.13,4.34,122.28,NP,60.1,383.56,396.69,-0.02,NP,NP,NP,NP,6.05,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/25/1994,1340,,137,7.41,41.3,259.26,NP,NP,0.04,0.93,281.53,27.89,40.63,10.92,3.36,4.39,119.17,NP,60.17,361.94,386.18,-0.03,NP,NP,NP,NP,5.31,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/1/1994,843,,138,7.68,40.8,243.19,NP,NP,0.02,0.93,289.5,28.71,38.45,10.13,2.76,4.52,116.05,NP,58.53,367.74,366.52,0,NP,NP,NP,NP,5.44,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/8/1994,830,,139,7.4,41.8,273.48,NP,NP,0.04,1.43,293.33,29.45,41.45,11.18,2.93,4.94,121.21,NP,64.04,376.88,402.56,-0.03,NP,NP,NP,NP,6.36,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/15/1994,1345,,140,7.42,40.1,263.79,NP,NP,0.04,1.21,306.11,30.11,42.76,10.41,1.21,5.68,126,NP,62.59,390.63,396.68,-0.01,NP,NP,NP,NP,6.89,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/22/1994,840,,141,7.38,42.6,263.43,NP,NP,0.04,0.86,300.72,28.96,40.28,10.28,1.97,5.66,120.71,NP,60.96,381.14,391.78,-0.01,NP,NP,NP,NP,6.52,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/29/1994,1245,,142,7.46,45.3,264.62,NP,NP,0.03,0.5,303.79,29.94,40.93,10.28,1.97,5.77,122.07,NP,61.87,385.48,394.44,-0.01,NP,NP,NP,NP,6.27,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/13/1994,765,,143,7.33,42.8,268.17,NP,NP,0.05,0.86,302.83,29.86,41.67,10.03,3.33,7.24,121.67,NP,61.96,385.3,400.41,-0.02,NP,NP,NP,NP,8.1,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/13/1994,765,,144,7.41,43.5,278.52,NP,NP,0.04,0.5,304.5,29.53,40.93,9.77,3.1,7.23,121.53,NP,61.22,385.28,410.37,-0.03,NP,NP,NP,NP,7.72,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/27/1994,920,,145,7.29,42.4,267.92,NP,NP,0.05,1,305.31,29.86,41.8,9.95,4.03,8.63,126.27,NP,63.32,387.97,406.86,-0.02,NP,NP,NP,NP,9.63,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/27/1994,920,,146,7.33,42.2,271.64,NP,NP,0.05,0.64,314.83,31.01,41.8,10.2,4.01,9.11,130.02,NP,65.51,398.54,414.78,-0.02,NP,NP,NP,NP,9.75,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/22/1995,1440,,147,6.72,28.4,154.22,NP,NP,0.19,1.3,211.73,21.06,30.06,8.43,4.15,22.89,100.27,NP,53.42,272.77,281.52,-0.02,NP,NP,NP,NP,24.18,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/29/1995,1240,,148,7.31,47.1,286.95,NP,NP,0.05,0.81,330.41,32.66,49.37,10.05,3.98,18.39,132,NP,69.87,423.35,441.31,-0.02,NP,NP,NP,NP,19.2,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/6/1995,1345,,149,7.23,41.8,275.89,NP,NP,0.06,0.4,308.73,30.85,45.67,9.03,3.92,18.22,120.76,NP,68.66,394.74,418.79,-0.03,NP,NP,NP,NP,18.62,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/13/1995,DNS,,150,7.24,40.8,254.28,NP,NP,0.06,2.18,292.66,29.62,46.93,8.13,4.29,17.84,110.76,NP,70.1,379.58,387.17,-0.01,NP,NP,NP,NP,20.01,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/20/1995,1320,,151,7.12,42,250.72,NP,NP,0.08,2.02,305.97,28.55,40.19,9.21,4.01,17.72,108.06,NP,71.28,386.01,380.51,0.01,NP,NP,NP,NP,19.74,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/3/1995,1255,,152,7.17,38.1,257.96,NP,NP,0.07,1.86,299.7,28.13,40.41,9.92,3.58,16.18,105.35,NP,72.63,380.09,383.07,0,NP,NP,NP,NP,18.03,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/10/1995,1410,,153,7.33,40.9,255.17,NP,NP,0.05,1.21,298.36,28.38,40.15,9.39,3.78,16.13,105.97,NP,77.43,377.54,381.05,0,NP,NP,NP,NP,17.34,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/17/1995,835,,154,7.3,40.6,248.9,NP,NP,0.05,2.16,296.85,27.06,39.37,9.62,3.13,15.29,102.23,NP,70.99,375.11,369.55,0.01,NP,NP,NP,NP,17.45,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/24/1995,1315,,155,7.37,40.3,251.75,NP,NP,0.04,1.38,291.91,27.72,40.8,9.54,3.22,13.82,102.43,NP,71.45,371.39,371.22,0,NP,NP,NP,NP,15.2,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,8/31/1995,840,,156,7.23,40.6,252.9,NP,NP,0.06,1.34,294.93,28.13,45.93,9.54,3.1,12.84,106.1,NP,69.77,379.93,374.94,0.01,NP,NP,NP,NP,14.17,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/7/1995,850,,157,7.35,38.7,257.39,NP,NP,0.04,2.04,289.68,27.89,47.19,9.28,3.67,11.69,110.14,NP,68.87,376.13,382.89,-0.01,NP,NP,NP,NP,13.73,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/14/1995,835,,158,7.38,38.6,258.8,NP,NP,0.04,2.27,294.27,28.38,43.06,9.49,3.19,11.05,107.89,NP,69.87,377.51,380.92,0,NP,NP,NP,NP,13.32,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/21/1995,1245,,159,7.16,39.2,261.14,NP,NP,0.07,2.07,292,28.38,45.28,9.72,3.41,11.14,108.58,NP,70.62,377.52,384.27,-0.01,NP,NP,NP,NP,13.21,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,9/28/1995,750,,160,7.3,38.5,263.51,NP,NP,0.05,1.17,296.94,28.13,43.19,10.05,3.61,11.74,110.74,NP,71.79,379.54,389.6,-0.01,NP,NP,NP,NP,12.91,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/5/1995,815,,161,7.28,42.4,262.96,NP,NP,0.05,1.81,292.04,29.49,41.76,9.41,3.3,12.84,113.86,NP,71.95,374.56,392.96,-0.02,NP,NP,NP,NP,14.64,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,10/30/1995,905,,162,7.34,41.5,284.23,NP,NP,0.05,1.71,332.42,31.42,47.76,9.92,3.41,15.47,121.8,NP,77.99,423.28,424.91,0,NP,NP,NP,NP,17.17,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,5/23/1996,1450,,163,6.98,35.9,208.57,NP,NP,0.1,0.34,266.93,27.23,32.62,8.29,3.27,20.51,109.3,NP,57.6,335.52,341.66,-0.01,27.63,26.12,1.51,5.26,20.86,0.28,0.24,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,5/30/1996,1455,,164,7.05,41.6,234.18,NP,NP,0.09,0.5,299.7,30.6,37.84,9.26,3.7,22.9,125.9,NP,64.99,377.99,386.67,-0.01,33.15,33.99,NP,10.59,23.4,0.79,0.28,0.51,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/6/1996,1430,,165,7.03,32.5,177.96,NP,NP,0.09,0.75,232.48,23.53,30.36,8.08,3.81,20.58,98.94,NP,53.26,295.29,301.28,-0.01,29.8,27.84,1.96,6.52,21.33,0.32,0.18,0.14,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/13/1996,820,,166,7.1,42.3,238.75,NP,NP,0.08,0.2,305.35,30.44,48.33,9.18,4.4,21.14,131.81,NP,73.04,393.57,396.1,0,33.71,25.3,8.42,3.95,21.34,0.24,0.03,0.21,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/20/1996,910,,167,7.18,41.4,226.03,NP,NP,0.07,NP,289.73,28.46,40.02,8.62,3.55,20.22,123,NP,71.15,366.89,372.81,-0.01,22.73,22.78,NP,2.56,20.22,0.26,0.1,0.16,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,6/27/1996,1215,,168,6.99,38,223.58,NP,NP,0.1,0.51,277.79,26.41,36.89,8.54,3.3,19.03,117.22,NP,67.45,350.25,363.13,-0.02,19.75,20.19,NP,0.65,19.54,0.09,0.03,0.06,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/4/1996,1200,,169,7.11,36.3,203.8,NP,NP,0.08,0.13,265.24,26.24,41.45,8.36,3.67,16.81,107.89,NP,67.05,341.51,332.16,0.01,22.33,19.35,2.98,2.41,16.93,0.29,0.05,0.24,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/11/1996,1405,,170,7.24,35.6,223.24,NP,NP,0.06,0.19,241.91,24.43,42.24,8.23,3.84,14.69,103.77,NP,64,317.06,345.54,-0.04,21.81,14.89,6.92,0.01,14.88,0.29,0.27,0.02,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/18/1996,1210,,171,7.16,34.5,196.72,NP,NP,0.07,0.54,238.8,23.53,33.88,7.42,3.44,12.11,100.87,NP,66.68,304.23,313.15,-0.01,18.68,16.58,2.09,3.94,12.65,0.11,0.11,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
GREEN LAKE 1,7/25/1996,1205,,172,7.07,34.5,205.73,NP,NP,0.09,0.41,239.73,23.69,34.19,7.7,3.24,12.58,99.46,NP,72.34,305.8,321.01,-0.02,18.17,14.19,3.98,1.2,12.99,0.23,0.11,0.12,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP
