SiteCode,SampleCode,Sample_Date,DateTime,Gage_Ht,Temperature  (C),pH (pH),EC (uS/cm),Cl (mg/L),NO3-N (ug N/L),SO4 (mg/L),Na (mg/L),K (mg/L),Mg (mg/L),Ca (mg/L),NH4-N (ug/L),PO4 (mg/L),dissolved org C (mg/L),dissolved inorganic C (mg/L),total dissolved N (mg/L),total dissolved P (ug P/L),SiO2 (mg/L),dissolved org N (mg/L),total suspended sediment (mg/L)
MPR,4084,10/9/1990,10/9/1990 10:00,1.92,25,7.43,57.2,7.98,119.4,1.31,6,0.87,1.95,8.3,-9999,12.1,1.79,-9999,0.34,-9999,-9999,-9999,0.84
Q3,4083,10/9/1990,10/9/1990 9:29,4.42,24,7.31,94.4,9.12,93.29,0.81,7.2,1.04,3.35,4.82,-9999,25.5,0.96,-9999,0.33,-9999,-9999,-9999,2.8
Q1,4081,10/9/1990,10/9/1990 9:11,9.7,24,7.25,102.4,8.3,48.15,1.3,7.98,0.98,3.08,5.65,-9999,19.1,1.56,-9999,0.17,-9999,-9999,-9999,10.73
QT,4080,10/9/1990,10/9/1990 11:32,1.26,24,7.21,104,11.53,137.41,0.83,6.92,0.46,4.02,6.45,-9999,19.8,1.96,-9999,0.23,-9999,-9999,-9999,6.23
QS,4079,10/9/1990,10/9/1990 10:12,3.08,23,7.14,54.3,7.08,221.37,0.94,4.68,0.49,1.18,2.29,-9999,25.25,3.49,-9999,-9999,-9999,-9999,-9999,0.99
Q2,4082,10/9/1990,10/9/1990 8:56,0.08,24,7.29,97.5,7.48,100.75,1.21,6.81,0.97,2.81,6.53,-9999,29.5,2.11,-9999,0.3,-9999,-9999,-9999,8.17
Q1,4092,10/16/1990,10/16/1990 8:49,9.7,-9999,7.29,101.7,8.06,9.33,1.31,8.32,0.87,3.49,5.55,-9999,33.6,-9999,-9999,0.27,-9999,-9999,-9999,8.18
QPB,4098,10/16/1990,10/16/1990 11:15,-9999,22,7.18,80.2,7.78,67.16,0.71,5.81,0.48,3.05,3.46,-9999,16.3,-9999,-9999,0.31,-9999,-9999,-9999,-9999
QPA,4097,10/16/1990,10/16/1990 11:18,-9999,22,7.25,89.3,8.13,108.21,0.71,6.42,0.62,3.98,4.61,-9999,15.6,-9999,-9999,0.25,-9999,-9999,-9999,-9999
MPR,4095,10/16/1990,10/16/1990 9:51,1.82,-9999,7.32,97.5,7.29,138.06,1.31,6.43,0.78,2.17,8.05,-9999,12.7,-9999,-9999,0.4,-9999,-9999,-9999,0.47
QS,4090,10/16/1990,10/16/1990 11:34,2.8,22,7.15,55,7.24,152.99,0.76,4.99,0.48,1.63,2.2,-9999,11.5,2.56,-9999,0.34,-9999,-9999,-9999,0.68
Q2,4093,10/16/1990,10/16/1990 8:42,0.08,-9999,7.34,99.2,7.74,97.02,1.01,7.2,0.91,3.27,6.67,-9999,24.9,-9999,-9999,0.45,-9999,-9999,-9999,3.2
QT,4091,10/16/1990,10/16/1990 10:24,1.26,23,7.22,110.6,9.34,130.6,0.71,7.37,0.4,5.13,8.17,-9999,9.9,2.67,-9999,0.39,-9999,-9999,-9999,5.01
Q3,4094,10/16/1990,10/16/1990 9:12,4.42,-9999,7.27,93.3,9.03,108.21,0.71,7.58,0.92,5.21,10.38,-9999,19,-9999,-9999,0.36,-9999,-9999,-9999,2.09
Q2,4169,10/23/1990,10/23/1990 8:47,0.12,-9999,7.44,92.2,7.67,171.64,0.81,6.84,0.93,3.14,6.45,-9999,25.7,-9999,-9999,0.66,-9999,-9999,-9999,6.07
QPA,4173,10/23/1990,10/23/1990 11:10,-9999,22,7.16,81.5,-9999,155.56,0.66,6.22,0.59,3.57,3.97,-9999,2,-9999,-9999,0.38,-9999,-9999,-9999,-9999
QPB,4174,10/23/1990,10/23/1990 11:05,-9999,22,6.12,69,-9999,92.59,0.71,5.46,0.5,2.79,2.95,-9999,2,-9999,-9999,0.33,-9999,-9999,-9999,-9999
Q3,4170,10/23/1990,10/23/1990 9:20,4.48,-9999,7.36,90,-9999,181.48,0.76,7.32,0.94,2.91,4.26,-9999,9.9,-9999,-9999,0.55,-9999,-9999,-9999,2.76
QT,4167,10/23/1990,10/23/1990 10:00,1.28,23,7.43,104.6,9.38,78.36,0.91,6.72,0.4,4.15,5.67,-9999,2,-9999,-9999,0.34,-9999,-9999,-9999,4.59
QS,4166,10/23/1990,10/23/1990 11:25,2.9,22,7.16,53.1,8.85,179.1,0.81,4.45,-9999,0.4,2.24,-9999,2,-9999,-9999,0.47,-9999,-9999,-9999,0.82
MPR,4171,10/23/1990,10/23/1990 10:26,2.02,-9999,7.28,95.2,-9999,170.37,1.82,6.25,0.78,1.95,8,-9999,4.2,-9999,-9999,0.47,-9999,-9999,-9999,0.96
Q1,4168,10/23/1990,10/23/1990 8:58,9.76,-9999,7.27,100.6,8.02,67.16,0.81,7.69,0.95,3.16,5.19,-9999,12.5,-9999,-9999,0.35,-9999,-9999,-9999,9.37
QPA,4313,10/30/1990,10/30/1990 10:13,-9999,23,7.25,77,-9999,114.81,0.74,5.3,0.58,3.1,3.41,-9999,2,-9999,-9999,0.35,-9999,-9999,-9999,-9999
QPB,4314,10/30/1990,10/30/1990 10:17,-9999,23,7.21,63.5,-9999,7.41,0.57,4.75,0.47,2.44,2.57,-9999,2,-9999,-9999,0.39,-9999,-9999,-9999,-9999
MPR,4311,10/30/1990,10/30/1990 10:45,2,-9999,7.38,67.7,-9999,133.33,0.93,4.52,0.71,1.36,4.39,-9999,2,-9999,-9999,0.47,-9999,-9999,-9999,76.8
Q3,4310,10/30/1990,10/30/1990 9:49,4.8,-9999,7.19,58.2,-9999,103.7,0.65,4.51,0.95,1.7,4.24,-9999,2,-9999,-9999,0.92,-9999,-9999,-9999,117.5
Q1,4308,10/30/1990,10/30/1990 9:36,9.9,-9999,6.71,59.2,-9999,129.63,0.93,4.6,1.19,1.6,2.64,-9999,2,-9999,-9999,0.78,-9999,-9999,-9999,172.59
QT,4307,10/30/1990,10/30/1990 9:20,1.3,22.5,7.44,100.2,-9999,81.48,0.74,6.66,0.42,3.94,5.4,-9999,2,-9999,-9999,0.28,-9999,-9999,-9999,6.33
QS,4306,10/30/1990,10/30/1990 10:35,4.4,22,7.02,42.6,-9999,192.59,0.95,3.94,0.42,1.07,1.89,-9999,2,-9999,-9999,0.47,-9999,-9999,-9999,11.51
Q2,4309,10/30/1990,10/30/1990 9:28,0.28,-9999,7.17,59.3,-9999,100,0.65,4.06,1,1.54,3.29,-9999,2,-9999,-9999,0.81,-9999,-9999,-9999,189.75
Q1,4319,11/6/1990,11/6/1990 9:00,9.78,-9999,7.08,96.6,-9999,257.41,1.53,7.23,1.04,2.94,4.63,-9999,27.9,-9999,-9999,0.28,-9999,-9999,-9999,86
QPB,4325,11/6/1990,11/6/1990 10:20,-9999,22.5,7.22,77.8,-9999,25.93,0.57,2.93,0.25,1.86,2.54,-9999,2,-9999,-9999,0.23,-9999,-9999,-9999,-9999
QPA,4324,11/6/1990,11/6/1990 10:17,-9999,22.5,7.32,91.9,-9999,244.44,1.91,5.96,0.57,3.91,4.25,-9999,4.25,-9999,-9999,0.3,-9999,-9999,-9999,-9999
MPR,4322,11/6/1990,11/6/1990 9:47,2.02,-9999,7.44,88.9,-9999,7.41,0.43,5.29,0.76,1.81,6.96,-9999,5.2,-9999,-9999,0.38,-9999,-9999,-9999,1.42
QS,4317,11/6/1990,11/6/1990 12:35,2.92,22.5,7.24,53.3,-9999,107.41,0.76,4.11,0.46,1.41,2.11,-9999,18.48,-9999,-9999,0.61,-9999,-9999,-9999,1.8
Q2,4320,11/6/1990,11/6/1990 8:51,0.14,-9999,7.3,95.7,-9999,251.85,0.95,4.05,0.54,1.99,4.17,-9999,9.8,-9999,-9999,0.29,-9999,-9999,-9999,12.2
QT,4318,11/6/1990,11/6/1990 12:00,1.24,23,7.4,112.7,-9999,111.11,1.53,6.95,0.41,4.53,5.97,-9999,2,-9999,-9999,0.26,-9999,-9999,-9999,10.6
Q3,4321,11/6/1990,11/6/1990 9:16,4.48,-9999,7.26,89.9,-9999,177.78,1.24,5.54,0.96,2.7,3.9,-9999,7.04,-9999,-9999,0.43,-9999,-9999,-9999,8.5
QPA,4335,11/13/1990,11/13/1990 10:39,-9999,22,7.37,94.3,-9999,121.63,0.35,2.83,0.24,1.71,1.95,-9999,-9999,-9999,-9999,0.24,-9999,-9999,-9999,-9999
Q1,4330,11/13/1990,11/13/1990 8:53,9.76,25,7.08,101.2,-9999,112.96,0.95,7.83,0.97,3.27,5.05,-9999,12.58,-9999,-9999,0.58,-9999,-9999,-9999,60.99
MPR,4333,11/13/1990,11/13/1990 9:55,1.8,24,7.59,107.6,-9999,2.5,0.57,6.54,0.77,2.36,8.43,-9999,2,-9999,-9999,0.32,-9999,-9999,-9999,1.36
QPB,4336,11/13/1990,11/13/1990 10:36,-9999,22,7.24,78.5,-9999,137.5,0.81,6.43,0.57,4.28,2.01,-9999,5.12,-9999,-9999,0.41,-9999,-9999,-9999,-9999
QT,4329,11/13/1990,11/13/1990 9:50,1.25,22.5,9.36,111.1,-9999,103.7,1.53,6.97,0.41,4.59,6.83,-9999,4.19,-9999,-9999,0.31,-9999,-9999,-9999,7.3
QS,4328,11/13/1990,11/13/1990 10:20,2.64,22,7.06,58.1,-9999,105.56,0.76,4.51,0.45,1.67,2.65,-9999,9.15,-9999,-9999,0.35,-9999,-9999,-9999,0.98
Q3,4332,11/13/1990,11/13/1990 9:08,4.42,23,7.19,94.6,-9999,162.96,0.52,7.31,0.91,3.39,4.6,-9999,16.86,-9999,-9999,0.41,-9999,-9999,-9999,4.68
Q2,4331,11/13/1990,11/13/1990 8:40,0.1,24,7.39,105.4,-9999,170.37,0.86,7.16,0.86,3.37,6.61,-9999,9.67,-9999,-9999,0.41,-9999,-9999,-9999,8.19
QPA,4370,11/20/1990,11/20/1990 9:16,-9999,22,7.49,102.2,-9999,108.95,0.69,6.49,0.56,4.42,5.07,-9999,5.31,-9999,-9999,0.41,-9999,-9999,-9999,-9999
QPB,4371,11/20/1990,11/20/1990 9:20,-9999,22,7.38,80.1,-9999,151.75,0.41,5.97,0.45,3.39,3.5,-9999,2,-9999,-9999,0.48,-9999,-9999,-9999,-9999
MPR,4368,11/20/1990,11/20/1990 9:52,1.74,-9999,7.46,108.8,-9999,171.21,1.03,6.34,0.78,2.33,9.45,-9999,-9999,-9999,-9999,0.57,-9999,-9999,-9999,0.96
Q3,4367,11/20/1990,11/20/1990 9:07,4.38,-9999,7.35,98.7,-9999,171.21,0.88,7.31,0.86,3.54,4.82,-9999,15.36,-9999,-9999,0.63,-9999,-9999,-9999,3.16
Q1,4365,11/20/1990,11/20/1990 8:53,9.74,-9999,7.35,103.4,-9999,75,1.92,7.96,0.85,3.32,5.03,-9999,22.87,-9999,-9999,0.44,-9999,-9999,-9999,17.9
QT,4364,11/20/1990,11/20/1990 12:12,1.24,23,7.33,121.8,-9999,87.5,0.71,7.58,0.38,4.89,7.86,-9999,2,-9999,-9999,0.31,-9999,-9999,-9999,5.2
QS,4363,11/20/1990,11/20/1990 8:40,2.64,21.5,7.09,63.6,-9999,208.33,0.99,4.9,0.47,1.63,2.51,-9999,-9999,-9999,-9999,0.59,-9999,-9999,-9999,1.05
Q2,4366,11/20/1990,11/20/1990 8:41,0.08,-9999,7.44,109.4,-9999,252.92,0.83,7.36,0.84,3.38,6.94,-9999,-9999,-9999,-9999,0.42,-9999,-9999,-9999,5.88
Q1,4391,11/27/1990,11/27/1990 8:51,9.76,-9999,7.08,87,-9999,141.79,1.48,7.55,0.95,3,4.7,-9999,2,-9999,-9999,0.46,-9999,-9999,-9999,47.71
QPB,4397,11/27/1990,11/27/1990 12:19,-9999,22,7.17,70.1,-9999,119.4,0.62,5.37,0.48,2.85,3.38,-9999,4.56,-9999,-9999,0.22,-9999,-9999,-9999,-9999
QPA,4396,11/27/1990,11/27/1990 12:15,-9999,22,7.07,81.2,-9999,200.75,0.58,5.95,0.55,3.52,4.31,-9999,2,-9999,-9999,0.29,-9999,-9999,-9999,-9999
MPR,4394,11/27/1990,11/27/1990 10:07,2.34,-9999,7,91.2,-9999,182.84,1.24,5.79,0.72,1.87,8.49,-9999,-9999,-9999,-9999,0.31,-9999,-9999,-9999,8.23
QS,4389,11/27/1990,11/27/1990 12:30,3.28,22,7.12,52.1,-9999,-9999,0.72,4.57,0.52,1.47,2.17,-9999,2,-9999,-9999,0.49,-9999,-9999,-9999,2.4
Q2,4392,11/27/1990,11/27/1990 8:39,0.1,-9999,7.27,85.7,-9999,205.22,1.24,7.02,0.89,3.16,6.99,-9999,14.34,-9999,-9999,0.56,-9999,-9999,-9999,16.27
QT,4390,11/27/1990,11/27/1990 12:50,1.25,23,7.32,110.3,-9999,106.34,0.81,7.58,0.39,4.81,6.84,-9999,2,-9999,-9999,0.37,-9999,-9999,-9999,10
Q3,4393,11/27/1990,11/27/1990 9:07,4.46,-9999,7.31,87.9,-9999,233.99,0.73,7.25,0.84,3.19,4.61,-9999,16.31,-9999,-9999,0.48,-9999,-9999,-9999,16.67
MPR,4405,12/4/1990,12/4/1990 9:53,2.26,-9999,7.331,79.1,-9999,215.65,0.86,5.62,0.7,0.36,0.21,-9999,-9999,-9999,-9999,0.39,-9999,-9999,-9999,2.86
QPA,4407,12/4/1990,12/4/1990 12:30,-9999,23,7,75.7,-9999,133.08,0.57,6.08,0.56,2.56,2.98,-9999,-9999,-9999,-9999,0.48,-9999,-9999,-9999,-9999
Q3,4413,12/4/1990,12/4/1990 1:30,5.2,23,6.64,53.8,-9999,-9999,0.76,4.85,1.04,1.76,2.58,-9999,-9999,-9999,-9999,0.38,-9999,-9999,-9999,437.37
Q2,4412,12/4/1990,12/4/1990 1:39,0.4,23,6.8,66.8,-9999,288.97,1.24,4.47,1.13,1.62,3.8,-9999,-9999,-9999,-9999,0.59,-9999,-9999,-9999,258.51
Q1,4411,12/4/1990,12/4/1990 1:44,10,23,6.46,56.7,-9999,235.74,0.67,4.66,1.31,1.57,2.65,-9999,-9999,-9999,-9999,0.59,-9999,-9999,-9999,745.27
QPB,4408,12/4/1990,12/4/1990 12:24,-9999,23,6.73,63.9,-9999,113.31,0.67,5.56,0.48,0.37,0.25,-9999,-9999,-9999,-9999,0.89,-9999,-9999,-9999,-9999
Q2,4403,12/4/1990,12/4/1990 9:24,0.12,-9999,7.383,92.1,-9999,7.63,1.43,6.54,0.94,2.84,6.28,-9999,2,-9999,-9999,0.33,-9999,-9999,-9999,8.38
Q3,4404,12/4/1990,12/4/1990 9:33,4.56,-9999,7.437,83.6,-9999,164.12,1.14,6.73,0.88,1.59,6.81,-9999,-9999,-9999,-9999,0.41,-9999,-9999,-9999,6.45
Q1,4402,12/4/1990,12/4/1990 9:13,9.74,-9999,7.094,93.2,-9999,7.63,0.67,7.43,0.96,2.89,4.94,-9999,10.92,-9999,-9999,0.26,-9999,-9999,-9999,28.9
QT,4401,12/4/1990,12/4/1990 11:00,1.29,22,7.45,91.4,-9999,68.7,0.86,6.41,0.38,3.75,5.66,-9999,2,-9999,-9999,0.19,-9999,-9999,-9999,16.9
QS,4400,12/4/1990,12/4/1990 12:24,3.38,20.5,7.067,49.8,-9999,263.36,0.57,4.32,0.4,1.24,1.86,-9999,2,-9999,-9999,0.38,-9999,-9999,-9999,2.2
QPA,4421,12/11/1990,12/11/1990 10:40,-9999,20.5,6.94,84.5,-9999,73.17,0.7,6.33,0.37,4.01,4.91,-9999,4.58,-9999,-9999,0.23,-9999,-9999,-9999,-9999
QPB,4422,12/11/1990,12/11/1990 10:42,-9999,20.5,7.08,69.2,-9999,117.89,0.8,5.56,0.29,3.01,3.44,-9999,2,-9999,-9999,0.43,-9999,-9999,-9999,-9999
MPR,4419,12/11/1990,12/11/1990 9:57,1.82,-9999,7.05,92.1,-9999,88.62,1.1,6.61,0.62,2.26,9.73,-9999,28.54,-9999,-9999,0.17,-9999,-9999,-9999,0.53
Q3,4418,12/11/1990,12/11/1990 9:22,4.4,-9999,7.25,86,-9999,113.97,1.07,7.52,0.82,3.5,5.07,-9999,19.46,-9999,-9999,0.3,-9999,-9999,-9999,3.64
Q1,4416,12/11/1990,12/11/1990 9:03,9.74,-9999,7.33,91.8,-9999,7.35,0.74,8.11,0.78,3.25,5.69,-9999,-9999,-9999,-9999,0.14,-9999,-9999,-9999,9.4
QT,4415,12/11/1990,12/11/1990 11:42,1.25,21.5,7.36,103,-9999,36.76,0.83,7.5,0.25,4.76,7.53,-9999,-9999,-9999,-9999,0.25,-9999,-9999,-9999,5.15
QS,4414,12/11/1990,12/11/1990 11:07,2.8,20,7.3,51.2,-9999,180.15,0.93,4.71,0.34,1.53,2.52,-9999,-9999,-9999,-9999,0.33,-9999,-9999,-9999,0.63
Q2,4417,12/11/1990,12/11/1990 8:50,0.1,-9999,7.32,94.2,-9999,7.35,1.48,7.38,0.77,3.3,7.42,-9999,-9999,-9999,-9999,0.3,-9999,-9999,-9999,5.37
Q3,4497,12/14/1990,12/14/1990 10:00,5.6,23,8.3,-9999,-9999,257.69,0.95,4.6,1.76,1.72,2.76,-9999,10.28,-9999,-9999,0.66,-9999,-9999,-9999,630.54
Q2,4496,12/14/1990,12/14/1990 9:46,0.42,22,7.5,-9999,-9999,300,1.24,5.37,2.16,2.32,5.33,-9999,2,-9999,-9999,0.53,-9999,-9999,-9999,526.94
Q1,4495,12/14/1990,12/14/1990 10:04,-9999,22,7.5,-9999,-9999,300,1.81,4.68,2.14,1.65,2.87,-9999,2,-9999,-9999,0.68,-9999,-9999,-9999,838.89
Q2,4487,12/18/1990,12/18/1990 8:49,0.1,-9999,7.25,100.4,-9999,252.07,1.14,7.4,0.72,3.35,7.37,-9999,4.96,-9999,-9999,0.26,-9999,-9999,-9999,5.9
QPB,4492,12/18/1990,12/18/1990 11:29,-9999,21,6.92,68.5,-9999,96.15,0.76,5.36,0.48,2.9,3.34,-9999,2,-9999,-9999,0.15,-9999,-9999,-9999,-9999
QPA,4491,12/18/1990,12/18/1990 11:26,-9999,21,6.71,73.4,-9999,142.31,0.67,5.8,0.42,3.66,4.98,-9999,2,-9999,-9999,0.2,-9999,-9999,-9999,-9999
QS,4484,12/18/1990,12/18/1990 12:05,3.85,20.5,6.9,51.9,-9999,177.69,0.76,4.5,0.29,1.51,2.43,-9999,2,-9999,-9999,0.25,-9999,-9999,-9999,1.66
Q3,4488,12/18/1990,12/18/1990 9:31,4.4,-9999,7.3,95,-9999,322.31,1.05,7.56,0.73,3.45,4.86,-9999,11.06,-9999,-9999,0.3,-9999,-9999,-9999,3.63
Q1,4486,12/18/1990,12/18/1990 9:07,9.74,-9999,7.11,97.7,-9999,86.78,1.14,8.03,0.69,3.24,5.64,-9999,9.54,-9999,-9999,0.13,-9999,-9999,-9999,5.96
QT,4485,12/18/1990,12/18/1990 12:27,1.25,21.5,7.16,103.6,-9999,73.55,0.67,7.08,0.25,4.48,6.93,-9999,4.2,-9999,-9999,0.09,-9999,-9999,-9999,9
MPR,4489,12/18/1990,12/18/1990 9:59,1.78,-9999,7.44,98.2,-9999,165.29,1.34,6.32,0.56,2.14,9.49,-9999,2,-9999,-9999,0.18,-9999,-9999,-9999,3.83
MPR,4566,12/25/1990,12/25/1990 10:06,1.7,-9999,7.23,115.2,-9999,109.85,1.34,6.47,0.75,3.36,10.45,-9999,2,-9999,-9999,0.24,-9999,-9999,-9999,-9999
Q1,4563,12/25/1990,12/25/1990 9:00,9.72,-9999,7.21,106.3,-9999,121.21,1.53,8.02,0.86,3.25,5.65,-9999,33.42,-9999,-9999,0.17,-9999,-9999,-9999,48.8
QPB,4569,12/25/1990,12/25/1990 2:03,-9999,20.5,6.98,82.2,-9999,105.26,0.76,5.62,0.43,3.09,3.55,-9999,2,-9999,-9999,0.29,-9999,-9999,-9999,-9999
QPA,4568,12/25/1990,12/25/1990 2:00,-9999,20.5,7.17,97.2,-9999,102.27,0.86,6.03,0.58,3.9,4.81,-9999,2,-9999,-9999,0.23,-9999,-9999,-9999,-9999
Q3,4565,12/25/1990,12/25/1990 9:18,4.38,-9999,7.44,101.5,-9999,189.39,0.95,7.34,0.92,3.5,5.01,-9999,14.57,-9999,-9999,0.27,-9999,-9999,-9999,3
Q2,4564,12/25/1990,12/25/1990 8:48,0.08,-9999,7.45,109.1,-9999,234.85,1.24,7.45,0.89,3.37,7.1,-9999,21.03,-9999,-9999,0.28,-9999,-9999,-9999,6.27
QT,4562,12/25/1990,12/25/1990 2:00,1.24,21,7.09,110.7,-9999,83.33,0.76,7.16,0.32,4.7,7.21,-9999,2,-9999,-9999,0.21,-9999,-9999,-9999,41.32
QS,4561,12/25/1990,12/25/1990 2:13,3.02,20,6.8,58.3,-9999,151.52,0.95,4.77,0.41,1.56,2.5,-9999,2,-9999,-9999,0.27,-9999,-9999,-9999,3.91
Q1,4575,12/31/1990,12/31/1990 8:47,9.78,-9999,6.82,83.4,-9999,233.08,1.43,6.32,1.23,2.37,3.96,-9999,2,-9999,-9999,0.64,-9999,-9999,-9999,137.12
QPB,4581,12/31/1990,12/31/1990 11:54,-9999,20.5,6.71,57.5,-9999,86.47,0.95,4.6,0.62,1.64,1.97,-9999,2,-9999,-9999,0.46,-9999,-9999,-9999,-9999
QPA,4580,12/31/1990,12/31/1990 11:53,-9999,20.5,6.87,67.2,-9999,183.08,0.95,5,0.89,2.08,2.61,-9999,2,-9999,-9999,0.56,-9999,-9999,-9999,-9999
MPR,4578,12/31/1990,12/31/1990 10:26,2.28,-9999,7.06,72.6,-9999,157.89,1.14,5.28,0.88,1.18,4.72,-9999,2,-9999,-9999,0.47,-9999,-9999,-9999,35.02
Q2,4576,12/31/1990,12/31/1990 8:38,0.16,-9999,7.1,85.7,-9999,266.92,1.14,5.64,1.18,2.33,5.15,-9999,5.56,-9999,-9999,0.5,-9999,-9999,-9999,35.56
QT,4574,12/31/1990,12/31/1990 12:00,1.4,21,7.32,80.3,-9999,71.43,0.86,5.64,0.43,2.72,3.9,-9999,2,-9999,-9999,0.41,-9999,-9999,-9999,39.58
QS,4573,12/31/1990,12/31/1990 10:13,4.6,20,6.81,51.2,-9999,184.21,0.86,4.44,0.55,1.08,1.72,-9999,2,-9999,-9999,0.61,-9999,-9999,-9999,4.1
Q3,4577,12/31/1990,12/31/1990 9:13,4.64,-9999,7.2,77.2,-9999,191.73,1.14,6.94,1.12,2.32,3.27,-9999,2,-9999,-9999,0.43,-9999,-9999,-9999,49.59
Q3,4589,1/8/1991,1/8/1991 9:23,4.44,-9999,7.28,92.4,-9999,168.03,0.81,7.13,1.04,3.24,4.65,-9999,2,-9999,-9999,0.42,-9999,-9999,-9999,12.5
QS,4585,1/8/1991,1/8/1991 10:43,3.9,20,6.69,50.7,-9999,225.41,0.9,4.68,0.42,1.27,2.11,-9999,2,-9999,-9999,0.37,-9999,-9999,-9999,5.23
QPA,4592,1/8/1991,1/8/1991 11:12,-9999,20.5,7.1,79.8,-9999,184.43,0.91,5.68,0.51,2.97,3.69,-9999,2,-9999,-9999,0.38,-9999,-9999,-9999,-9999
MPR,4590,1/8/1991,1/8/1991 10:10,2.3,-9999,7.46,98.3,-9999,127.05,0.86,6.12,0.77,1.96,9.05,-9999,6.37,-9999,-9999,0.2,-9999,-9999,-9999,6.3
QPB,4779,1/8/1991,1/8/1991 0:00,-9999,-9999,-9999,-9999,-9999,34.62,0.79,2.9,0.37,0.52,3.03,-9999,2,-9999,-9999,0.09,-9999,8.55,-9999,-9999
Q2,4588,1/8/1991,1/8/1991 8:57,0.12,-9999,7.4,101.2,-9999,340.16,1.39,5.89,1.13,3.15,7.06,-9999,2,-9999,-9999,0.41,-9999,-9999,-9999,29.86
QT,4586,1/8/1991,1/8/1991 10:02,1.3,21,7.28,100.07,-9999,110.66,1,6.91,0.36,3.97,5.18,-9999,2,-9999,-9999,0.24,-9999,-9999,-9999,16.42
Q1,4587,1/8/1991,1/8/1991 9:08,9.76,-9999,7.06,98.5,-9999,131.15,1.49,7.7,1.07,2.8,4.89,-9999,2,-9999,-9999,0.33,-9999,-9999,-9999,37.8
QS,4767,1/15/1991,1/15/1991 10:16,3.66,20,6.99,51.5,-9999,-9999,-9999,1.8,0.37,1.5,2.49,-9999,2,-9999,-9999,0.28,-9999,-9999,-9999,15.14
QPB,4776,1/15/1991,1/15/1991 9:58,-9999,20.5,6.92,71.8,-9999,111.54,1.52,3.3,0.42,2.86,3.46,-9999,2,-9999,-9999,0.18,-9999,8.73,-9999,-9999
QPA,4775,1/15/1991,1/15/1991 9:54,-9999,20.5,6.81,85.3,-9999,65.57,1,4,0.46,3.45,4.54,-9999,2,-9999,-9999,0.23,-9999,8.91,-9999,-9999
MPR,4772,1/15/1991,1/15/1991 10:25,2,-9999,7.38,96.9,-9999,-9999,-9999,4,0.59,2.09,8.5,-9999,2,-9999,-9999,0.18,-9999,8.82,-9999,2.43
Q3,4771,1/15/1991,1/15/1991 9:23,4.42,22,7.39,89.1,-9999,-9999,-9999,4.5,0.73,3.22,4.47,-9999,-9999,-9999,-9999,0.26,-9999,-9999,-9999,8.7
Q2,4770,1/15/1991,1/15/1991 8:52,0.1,23,7.39,98.2,-9999,-9999,-9999,4.2,0.78,3.29,7.06,-9999,15.54,-9999,-9999,0.23,-9999,-9999,-9999,17.4
Q1,4769,1/15/1991,1/15/1991 9:06,9.74,23,7.32,95.3,-9999,-9999,-9999,4.6,0.79,3.65,6.78,-9999,8.1,-9999,-9999,0.2,-9999,-9999,-9999,31.4
QT,4768,1/15/1991,1/15/1991 10:53,1.28,21,7.2,106,-9999,-9999,-9999,4.8,0.33,4.36,6.68,-9999,2,-9999,-9999,0.23,-9999,-9999,-9999,10.96
QT,4756,1/22/1991,1/22/1991 10:50,1.25,19,7.2,103.7,-9999,81.97,0.81,5.1,0.36,4.75,7.38,-9999,-9999,-9999,-9999,0.14,-9999,-9999,-9999,7.4
QPA,4764,1/22/1991,1/22/1991 11:56,-9999,19,7.16,90.2,-9999,-9999,-9999,3.5,0.43,4.05,4.84,-9999,2,-9999,-9999,0.15,-9999,-9999,-9999,-9999
MPR,4760,1/22/1991,1/22/1991 0:00,-9999,-9999,-9999,-9999,-9999,122.95,1.11,3.6,0.35,3.34,5.02,-9999,-9999,-9999,-9999,0.17,-9999,-9999,-9999,-9999
Q3,4759,1/22/1991,1/22/1991 9:29,4.46,22,7.37,90.1,-9999,110.66,1,4.6,0.77,3.51,4.74,-9999,-9999,-9999,-9999,0.1,-9999,-9999,-9999,5.69
Q2,4758,1/22/1991,1/22/1991 9:09,0.08,21,7.4,87.4,-9999,137.7,1,4.7,0.74,3.41,7.46,-9999,21.94,-9999,-9999,0.25,-9999,-9999,-9999,9.63
Q1,4757,1/22/1991,1/22/1991 9:15,9.74,22,6.95,92.3,-9999,176.23,0.81,5.2,0.67,3.36,5.91,-9999,11.39,-9999,-9999,-9999,-9999,-9999,-9999,18.8
QPB,4765,1/22/1991,1/22/1991 11:51,-9999,19,7.19,71.5,-9999,-9999,-9999,3.51,0.35,2.91,3.41,-9999,2,-9999,-9999,0.15,-9999,-9999,-9999,-9999
QS,4755,1/22/1991,1/22/1991 12:12,2.7,18.5,6.7,53.1,-9999,-9999,-9999,3,0.37,1.55,2.57,-9999,2,-9999,-9999,0.21,-9999,-9999,-9999,2.7
QS,4782,1/29/1991,1/29/1991 11:50,2.72,20,7.3,59.8,-9999,242.31,1.85,2.8,0.34,1.59,2.91,-9999,2,-9999,-9999,0.17,-9999,7.83,-9999,1.8
QPB,4790,1/29/1991,1/29/1991 0:00,-9999,-9999,-9999,-9999,-9999,-9999,1.82,3.9,0.41,3.25,3.98,-9999,56.55,-9999,-9999,0.15,-9999,8.55,-9999,-9999
